ID,Time,Timesince,Min Velocity,Max Velocity
2,1.62,0,0,0
0,23.87,22.25,0,0
5,145.87,122.0,0,0
3,183.27,37.4,0,0
4,184.88,1.61,0,0
96,250.76,65.88,0,0
1,258.13,7.37,0,0
