ID,Time,Timesince,Min Velocity,Max Velocity
7,1.14,0,0,0
8,23.79,22.65,0,0
9,39.05,15.26,0,0
1,96.92,57.87,0,0
80,97.67,0.75,0,0
6,99.29,1.62,0,0
0,109.42,10.13,0,0
