ROS Time,Behaviour
00:25: 28,Pausing
00:25: 33,Pausing
00:27: 28,Spinning
00:27: 33,Spinning
00:27: 45,Pausing
00:27: 50,Pausing
00:29: 45,Pausing
00:29: 50,Pausing
00:30: 42,Pausing
00:30: 47,Pausing
00:31: 46,Pausing
00:31: 51,Pausing
