Time,Activity Mode,Probability Value,Activity Level
0.18,0,79,50
1.19,1,39,50
2.2,1,9,50
3.2,1,19,50
4.2,1,36,50
5.2,0,98,50
6.2,1,1,45
7.2,1,7,45
8.2,0,86,45
9.2,1,6,45
10.21,1,42,45
11.21,0,55,45
12.21,1,7,40
