Time,Activity Mode,Probability Value,Activity Level
0.19,1,10,50
1.2,1,36,50
2.2,0,69,50
3.2,1,41,50
4.21,0,70,50
5.21,1,1,50
6.21,0,61,45
7.21,1,39,45
8.21,0,55,45
9.21,0,63,45
10.21,0,93,45
11.21,0,51,45
