ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
15,43.66,0,02:28: 02,30,12,1
8,43.79,0.13,02:28: 02,35,12,1
7,111.3,67.51,02:28: 02,10,59,0
3,111.34,0.04,02:28: 02,10,59,0
5,113.92,2.58,02:29: 09,15,68,0
9,115.17,1.25,02:29: 09,20,26,0
5,115.21,0.04,02:29: 09,25,26,0
7,115.42,0.21,02:29: 09,30,84,0
0,116.04,0.62,02:29: 12,35,84,0
4,132.8,16.76,02:29: 12,30,78,0
6,133.04,0.24,02:29: 13,30,78,0
8,216.55,83.51,02:29: 13,0,78,0
5,251.92,35.37,02:29: 13,0,25,0
3,252.92,1.0,02:29: 13,0,90,0
7,255.42,2.5,02:29: 14,5,82,0
6,274.29,18.87,02:29: 14,5,62,0
0,274.54,0.25,02:29: 14,5,62,0
4,274.67,0.13,02:29: 31,5,75,0
6,274.79,0.12,02:29: 31,10,75,0
0,274.83,0.04,02:29: 31,15,75,0
3,394.42,119.59,02:29: 31,0,43,1
5,395.79,1.37,02:30: 55,0,4,1
16,396.55,0.76,02:30: 55,5,4,1
7,397.29,0.74,02:31: 30,10,3,0
5,397.32,0.03,02:31: 30,15,3,1
7,397.54,0.22,02:31: 31,20,3,0
4,398.54,1.0,02:31: 31,25,67,0
0,400.91,2.37,02:31: 34,30,13,0
14,403.8,2.89,02:31: 34,30,24,0
6,415.17,11.37,02:31: 52,30,46,0
0,415.54,0.37,02:31: 52,30,46,0
6,415.67,0.13,02:31: 53,30,46,0
4,415.7,0.03,02:31: 53,35,46,0
8,463.79,48.09,02:31: 53,20,76,0
15,472.66,8.87,02:31: 53,15,94,0
5,540.79,68.13,02:31: 53,0,35,0
7,541.67,0.88,02:31: 53,0,10,0
16,542.29,0.62,02:33: 53,5,45,0
5,542.79,0.5,02:33: 53,10,45,0
9,542.92,0.13,02:33: 54,15,45,0
0,543.17,0.25,02:33: 54,20,44,0
4,550.42,7.25,02:33: 55,20,97,0
5,550.54,0.12,02:33: 55,20,97,0
7,550.67,0.13,02:33: 55,25,97,0
0,550.79,0.12,02:33: 55,30,97,0
4,565.29,14.5,02:33: 55,25,30,0
6,565.42,0.13,02:33: 55,25,30,0
8,619.41,53.99,02:33: 56,5,36,0
