ROS Time,Behaviour
03:52: 28,Spinning
03:52: 33,Spinning
03:53: 16,Pausing
03:53: 21,Pausing
03:53: 58,Pausing
03:54: 03,Pausing
03:54: 50,Pausing
03:54: 55,Pausing
