ID,Time,Timesince,ROS Time,Max Velocity,State
16,3.42,0,18:22: 45,0,1
9,20.17,16.75,18:22: 45,0,2
8,26.92,6.75,18:23: 02,0,2
13,42.05,15.13,18:23: 02,0,2
12,59.54,17.49,18:23: 09,0,2
14,59.67,0.13,18:23: 09,0,1
0,71.67,12.0,18:23: 24,0,2
17,84.42,12.75,18:23: 24,0,2
15,109.42,25.0,18:23: 41,0,2
10,140.3,30.88,18:23: 41,0,2
