ID,Time,Timesince,Min Velocity,Max Velocity,State
2,95.86,0,0,0,0
34,96.87,1.01,0,0,0
5,227.6,130.73,0,0,0
16,235.1,7.5,0,0,0
1,243.85,8.75,0,0,0
6,279.98,36.13,0,0,0
4,288.73,8.75,0,0,0
