Time,Activity Mode,Probability Value,Activity Level
398.83,0,59,0
399.83,0,76,0
400.83,0,73,0
401.83,0,60,5
402.83,0,64,5
403.83,0,78,5
404.84,0,40,5
405.84,0,20,5
406.84,0,5,0
407.84,0,51,0
408.84,0,46,0
409.84,0,35,0
410.85,0,81,0
411.85,0,65,0
412.85,0,73,0
413.85,0,98,0
414.85,0,8,0
415.85,0,84,0
416.86,0,73,0
417.86,0,36,0
418.86,0,80,0
419.86,0,87,0
420.86,0,2,0
421.86,0,58,0
422.86,0,5,0
423.86,0,53,0
424.87,0,64,0
425.87,0,68,0
426.87,0,85,0
427.87,0,2,0
428.87,0,84,0
429.87,0,93,0
430.87,0,41,0
431.88,0,99,0
432.88,0,45,0
433.88,0,4,0
434.88,0,96,0
435.88,0,46,0
436.88,0,50,0
437.88,0,92,0
438.88,0,1,0
439.89,0,11,0
440.89,1,0,0
441.89,0,17,0
442.89,0,64,0
443.89,0,86,0
444.89,0,53,0
445.9,1,0,0
446.9,0,5,0
447.9,0,31,0
448.9,0,54,0
449.9,0,57,0
450.9,0,27,0
451.9,0,65,0
452.9,0,94,0
453.91,0,86,0
454.91,0,42,0
455.91,0,23,0
456.91,0,75,0
457.91,0,41,0
458.91,0,88,0
459.91,0,18,0
460.92,0,95,0
461.92,0,16,0
462.92,0,70,0
463.92,0,16,0
464.92,0,78,0
465.93,0,41,0
466.93,0,48,0
467.93,0,60,0
468.93,0,97,0
469.93,0,86,0
470.93,0,94,0
471.94,0,75,0
472.94,0,7,0
473.94,0,92,0
474.94,0,77,0
475.94,0,76,0
476.94,0,89,0
477.94,0,11,0
478.94,0,84,0
479.95,0,49,0
480.95,0,36,0
481.95,0,80,0
482.95,0,9,0
483.95,0,99,0
484.95,0,96,0
485.96,0,77,0
486.96,0,15,0
487.96,0,76,0
488.96,0,69,0
489.96,0,36,0
490.96,0,3,0
491.96,0,16,0
492.97,0,82,10
493.97,0,20,10
494.97,0,44,10
495.97,0,16,10
496.97,1,1,10
497.97,0,78,5
498.97,0,53,5
499.98,0,55,5
500.98,1,0,5
501.98,0,89,5
502.98,0,85,5
503.98,0,39,0
504.98,0,10,0
505.98,0,51,0
506.99,0,52,0
507.99,0,80,0
508.99,0,95,0
509.99,0,4,0
510.99,0,8,0
511.99,0,40,0
512.99,0,63,0
514.0,0,3,0
515.0,0,4,0
516.0,0,100,0
517.0,0,24,0
518.0,0,9,0
519.0,0,8,0
520.0,0,85,0
521.01,0,88,0
522.01,0,74,0
523.01,0,14,0
524.01,0,61,0
525.01,0,87,0
526.01,0,64,0
527.01,0,23,0
528.02,0,47,0
529.02,0,58,0
530.02,0,26,0
531.02,0,95,0
532.02,0,77,0
533.02,0,53,0
534.02,0,26,0
535.02,0,8,0
536.03,0,46,0
537.03,0,73,0
538.03,0,30,0
539.03,0,90,0
540.03,0,13,0
541.03,0,55,0
542.04,0,73,0
543.04,0,37,0
544.04,0,72,0
545.04,0,72,0
546.04,1,0,0
547.04,1,0,0
548.05,0,12,0
549.05,0,67,0
550.05,0,14,0
551.05,0,4,0
552.05,0,33,0
553.05,0,5,0
554.05,0,97,0
555.05,0,88,0
556.06,0,52,0
557.06,0,37,0
558.06,0,14,0
559.06,0,12,0
560.06,0,95,0
561.06,0,25,0
562.06,0,73,0
563.07,0,52,0
564.07,0,79,0
565.07,0,14,0
566.07,0,22,0
567.07,0,53,0
568.07,0,37,0
569.08,0,18,0
570.08,0,20,0
571.08,0,90,0
572.08,0,11,0
573.08,0,12,0
574.08,0,45,0
575.08,0,20,0
576.09,0,71,0
577.09,0,65,0
578.09,0,86,0
579.09,0,73,0
580.09,0,60,0
581.09,0,51,0
582.1,0,88,0
583.1,0,34,0
584.1,0,96,0
585.1,0,65,0
586.1,0,22,0
587.11,0,8,0
588.11,0,37,0
589.11,0,96,0
590.11,0,10,5
591.11,0,32,15
592.11,0,100,15
593.12,1,1,15
594.12,0,46,15
595.12,0,67,15
596.12,0,43,10
597.12,0,57,10
598.12,0,50,10
599.12,0,38,10
600.12,0,27,10
601.13,0,27,10
602.13,0,97,5
603.13,0,63,5
604.13,0,56,5
605.13,0,68,5
606.13,0,80,5
607.13,0,51,5
608.13,0,68,0
609.14,0,65,0
610.14,0,53,0
611.14,0,25,0
612.14,0,97,0
613.14,0,43,0
614.14,0,93,0
615.14,0,88,0
616.15,0,66,0
617.15,0,53,15
618.15,0,99,15
619.15,0,57,15
620.15,0,64,15
621.15,0,50,15
622.16,0,42,10
623.16,0,83,10
624.16,0,11,10
625.16,0,60,10
626.16,0,13,10
627.16,0,14,10
628.16,0,89,5
629.16,0,57,5
630.17,1,2,5
631.17,0,65,5
632.17,0,31,5
633.17,0,64,5
634.17,0,57,0
635.17,0,31,0
636.17,0,86,0
637.18,0,91,0
638.18,0,35,0
639.18,0,96,0
640.18,0,75,0
641.18,0,31,0
642.18,0,86,0
643.18,0,85,0
644.18,0,72,0
645.19,0,93,0
646.19,0,19,0
647.19,1,0,0
648.19,0,41,0
649.19,0,13,0
650.19,0,69,0
651.19,0,82,0
652.2,0,83,0
653.2,0,32,0
654.2,0,2,0
655.2,0,59,0
656.2,0,68,0
657.2,0,9,0
658.21,0,28,0
659.21,0,4,0
660.21,0,71,0
661.21,0,67,0
662.21,0,94,0
663.21,0,73,0
664.21,0,6,0
665.22,0,15,0
666.22,0,4,0
667.22,0,90,0
668.22,0,12,0
669.22,0,38,10
670.22,0,93,10
671.23,1,9,10
672.23,0,77,10
673.23,0,54,10
674.23,1,1,10
675.23,0,76,5
676.23,0,51,5
677.23,0,63,5
678.24,0,42,5
679.24,0,13,5
680.24,0,92,5
681.24,0,35,0
682.24,0,31,0
683.24,0,19,0
684.24,0,66,0
685.25,0,78,0
686.25,0,63,0
687.25,0,93,0
688.25,0,61,0
689.25,0,36,0
690.25,0,4,0
691.26,0,38,5
692.26,0,24,5
693.26,0,47,5
694.26,0,10,5
695.26,0,22,5
696.26,0,63,0
697.26,0,78,0
698.27,0,3,0
699.27,0,36,0
700.27,0,78,0
701.27,1,0,0
702.27,0,26,0
703.27,0,58,0
704.28,0,72,0
705.28,0,9,0
706.28,0,81,0
707.28,0,51,0
708.28,0,56,0
709.28,0,22,0
710.28,0,11,0
711.29,0,68,0
712.29,0,2,0
713.29,0,73,0
714.29,0,27,0
715.29,0,58,0
716.29,0,38,0
717.3,0,10,0
718.3,0,90,0
719.3,0,6,0
720.3,0,78,0
721.3,0,78,0
722.3,0,8,0
723.31,0,9,0
724.31,0,32,0
725.31,0,86,0
726.31,0,72,0
727.31,0,51,0
728.31,0,95,0
729.31,0,40,0
730.32,0,3,0
731.32,0,44,0
732.32,0,98,0
733.32,0,42,0
734.32,0,36,0
735.32,0,73,0
736.33,0,72,0
737.33,0,65,0
738.33,0,38,0
739.33,0,32,0
740.33,0,21,0
741.33,0,97,0
742.34,0,88,0
743.34,0,8,0
744.34,0,38,0
745.34,0,67,0
746.34,0,55,0
747.34,0,51,0
748.34,0,72,0
749.34,0,9,0
750.35,0,29,0
751.35,0,23,0
752.35,0,60,0
753.35,0,92,0
754.35,0,83,15
755.35,0,40,15
756.36,0,91,15
757.36,0,31,15
758.36,0,64,15
759.36,0,97,15
760.36,0,59,10
761.36,0,75,10
762.36,0,28,10
763.37,0,55,10
764.37,0,85,10
765.37,0,54,10
766.37,0,52,5
767.37,0,19,5
768.37,0,45,5
769.37,0,64,5
770.38,0,82,5
771.38,0,15,5
772.38,0,10,0
773.38,0,46,0
774.38,0,26,0
775.38,0,5,0
776.38,0,42,0
777.38,0,64,0
778.39,0,25,0
779.39,0,98,0
780.39,0,81,0
781.39,0,56,0
782.39,0,72,0
783.39,0,17,0
784.39,0,77,0
785.4,0,3,0
786.4,0,99,0
787.4,0,87,0
788.4,0,73,0
789.4,0,64,0
790.4,0,30,0
791.41,0,58,0
792.41,0,86,0
793.41,1,0,0
794.41,0,59,0
795.41,0,73,0
796.41,0,83,0
797.41,0,18,0
798.41,0,34,0
799.42,0,59,0
800.42,0,65,0
801.42,0,50,0
802.42,0,34,0
803.42,0,59,0
804.42,0,83,0
805.42,0,74,0
806.43,0,35,0
807.43,0,97,0
808.43,0,42,0
809.43,0,72,10
810.43,0,76,10
811.43,0,23,15
812.44,0,59,15
813.44,0,74,15
814.44,0,64,15
815.44,0,43,15
816.44,0,14,10
817.44,0,99,10
818.44,0,38,10
819.45,0,73,10
820.45,0,66,10
821.45,0,50,10
822.45,0,67,5
823.45,0,34,5
824.45,0,8,5
825.45,0,31,5
826.45,0,50,5
827.46,1,0,10
828.46,1,23,25
829.46,0,79,25
830.46,0,29,25
831.46,0,82,25
832.46,1,24,25
833.46,0,58,20
834.47,0,56,20
835.47,0,40,25
836.47,0,57,25
837.47,0,38,25
838.47,0,87,25
839.47,0,62,25
840.47,1,15,20
841.48,0,66,20
842.48,1,17,20
843.48,0,84,20
844.48,0,26,20
845.48,0,81,20
846.48,0,32,15
847.48,0,53,15
848.49,1,9,15
849.49,0,27,15
850.49,0,92,15
851.49,0,64,15
852.49,0,14,10
853.49,0,62,10
854.49,0,65,10
855.5,0,55,10
856.5,0,85,10
857.5,0,59,10
858.5,0,93,5
859.5,0,39,5
860.5,0,100,5
861.5,1,1,5
862.51,0,48,5
863.51,0,82,5
864.51,0,49,0
865.51,0,7,5
866.51,0,36,15
867.51,1,13,15
868.51,0,69,15
869.52,0,72,15
870.52,0,36,15
871.52,0,28,15
872.52,0,12,10
873.52,0,84,10
874.52,0,59,10
875.52,0,20,10
876.53,0,73,10
877.53,0,55,10
878.53,0,38,5
879.53,0,37,5
880.53,0,83,5
881.53,0,51,5
882.54,0,32,5
883.54,0,72,5
884.54,0,95,0
885.54,0,16,0
886.54,0,43,0
887.54,0,95,0
888.54,0,90,0
889.54,0,59,0
890.55,0,10,0
891.55,0,62,0
892.55,0,60,0
893.55,0,54,0
894.55,0,34,0
895.55,0,49,0
896.56,0,60,0
897.56,0,33,0
898.56,0,67,0
899.56,0,33,0
900.56,0,11,0
901.56,0,77,0
902.56,0,37,0
903.57,0,48,0
904.57,0,47,0
905.57,0,4,0
906.57,0,6,0
907.57,0,25,0
908.57,0,94,0
909.58,0,38,0
910.58,0,22,0
911.58,0,79,0
912.58,0,19,0
913.58,0,6,0
914.58,0,12,0
915.58,0,37,0
916.59,0,75,0
917.59,0,1,0
918.59,0,66,0
919.59,0,42,0
920.59,0,28,0
921.59,0,31,0
922.59,0,82,10
923.59,0,51,10
924.6,0,96,10
925.6,0,99,10
926.6,0,79,10
927.6,0,52,10
928.6,0,84,5
929.6,0,76,5
930.6,0,19,5
931.61,0,93,5
932.61,0,36,5
933.61,0,18,5
934.61,0,72,0
935.61,0,66,0
936.61,0,22,0
937.62,0,33,0
938.62,0,73,0
939.62,0,24,0
940.62,0,47,5
941.62,0,48,5
942.62,0,21,5
943.62,0,67,5
944.62,0,7,5
945.63,0,9,5
946.63,0,27,0
947.63,0,55,0
948.63,0,4,0
949.63,0,96,0
950.63,0,95,0
951.63,0,21,0
952.64,0,38,0
953.64,0,34,0
954.64,0,29,0
955.64,0,8,0
956.64,0,22,0
957.64,0,61,0
958.65,0,58,0
959.65,0,77,0
960.65,0,54,0
961.65,0,24,0
962.65,0,19,0
963.65,0,71,0
964.65,0,76,0
965.66,0,4,0
966.66,0,50,0
967.66,0,12,0
968.66,0,64,0
969.66,0,74,0
970.66,0,17,0
971.66,0,6,0
972.67,0,22,0
973.67,0,30,0
974.67,0,90,0
975.67,0,91,0
976.67,0,52,0
977.67,0,51,0
978.67,0,42,0
979.68,0,29,0
980.68,0,64,0
981.68,0,98,0
982.68,0,62,0
983.68,0,68,0
984.68,0,73,0
985.68,0,77,0
986.68,0,48,0
987.69,0,11,0
988.69,0,6,0
989.69,0,26,0
990.69,0,7,0
