ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
1,25.31,0,19:43: 25,30,51,2
16,38.55,13.24,19:43: 25,25,30,2
4,64.68,26.13,19:43: 38,5,52,2
5,65.19,0.51,19:43: 38,5,52,2
0,65.86,0.67,19:44: 04,10,70,2
8,111.56,45.7,19:44: 04,0,76,1
6,112.1,0.54,19:44: 05,0,76,2
8,113.18,1.08,19:44: 05,5,15,2
0,114.68,1.5,19:44: 05,10,69,2
13,115.55,0.87,19:44: 51,10,78,2
9,124.18,8.63,19:44: 51,10,11,2
12,136.06,11.88,19:44: 51,0,85,2
7,136.49,0.43,19:44: 52,0,17,2
12,137.33,0.84,19:44: 53,5,37,2
17,150.68,13.35,19:44: 53,0,76,2
15,162.55,11.87,19:44: 54,0,48,2
10,193.18,30.63,19:44: 55,0,83,2
4,195.31,2.13,19:44: 55,0,8,2
10,195.75,0.44,19:45: 04,0,78,2
1,215.55,19.8,19:45: 04,0,53,2
6,217.3,1.75,19:45: 16,0,48,2
2,260.56,43.26,19:45: 16,0,94,2
16,270.68,10.12,19:45: 16,0,21,2
4,283.3,12.62,19:45: 16,0,44,2
5,284.18,0.88,19:45: 17,0,61,2
4,285.97,1.79,19:45: 17,5,82,2
0,286.24,0.27,19:45: 30,10,82,2
16,306.31,20.07,19:45: 30,0,72,2
6,342.06,35.75,19:45: 42,0,53,2
8,342.66,0.6,19:45: 42,0,93,2
6,343.21,0.55,19:46: 13,5,93,2
8,344.02,0.81,19:46: 13,10,97,2
7,362.43,18.41,19:46: 15,0,74,2
12,363.3,0.87,19:46: 15,0,11,2
0,364.31,1.01,19:46: 15,5,70,2
14,371.81,7.5,19:46: 16,0,14,2
15,402.18,30.37,19:46: 35,0,20,2
10,418.56,16.38,19:46: 35,0,1,2
4,419.56,1.0,19:46: 37,0,1,2
0,421.0,1.44,19:46: 37,5,39,2
