ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
2,12.28,0,01:04: 12,50,73,0
4,39.79,27.51,01:04: 12,55,83,0
5,40.53,0.74,01:04: 39,60,94,0
6,42.16,1.63,01:04: 39,65,3,1
16,56.28,14.12,01:04: 40,70,53,1
8,79.91,23.63,01:04: 40,75,62,1
8,100.54,20.63,01:04: 42,80,36,1
6,100.78,0.24,01:04: 42,85,36,1
9,116.16,15.38,01:04: 56,90,74,1
14,136.41,20.25,01:04: 56,95,69,1
7,136.91,0.5,01:05: 19,100,69,1
12,137.78,0.87,01:05: 19,100,15,1
7,139.03,1.25,01:05: 40,100,59,1
12,139.16,0.13,01:05: 40,100,59,1
14,139.2,0.04,01:05: 40,100,59,1
0,152.79,13.59,01:05: 40,100,44,1
15,159.03,6.24,01:05: 56,100,72,1
4,162.16,3.13,01:05: 56,100,98,1
10,162.41,0.25,01:06: 16,100,98,1
15,180.03,17.62,01:06: 16,100,0,1
17,211.03,31.0,01:06: 16,100,6,1
1,241.16,30.13,01:06: 16,100,67,1
0,243.28,2.12,01:06: 17,100,71,1
6,246.78,3.5,01:06: 17,100,19,1
1,246.91,0.13,01:06: 19,100,19,1
16,296.78,49.87,01:06: 19,100,68,1
4,329.28,32.5,01:06: 19,100,81,1
5,330.16,0.88,01:06: 19,100,47,1
0,334.78,4.62,01:06: 19,100,79,1
8,379.41,44.63,01:06: 19,100,23,1
6,407.91,28.5,01:06: 32,100,85,1
0,408.16,0.25,01:06: 39,100,85,1
8,408.78,0.62,01:06: 39,100,85,1
4,409.16,0.38,01:06: 42,100,8,1
7,429.78,20.62,01:06: 42,100,52,1
12,431.03,1.25,01:06: 42,100,18,1
7,431.07,0.04,01:06: 42,100,18,1
0,431.28,0.21,01:07: 00,100,18,1
12,431.78,0.5,01:07: 00,100,18,1
14,445.03,13.25,01:07: 31,100,61,1
