ID,Time,Timesince,Min Velocity,Max Velocity,State
1,1.25,0,0,0,0
4,14.24,12.99,0,0,0
2,15.62,1.38,0,0,0
0,37.37,21.75,0,0,0
96,72.25,34.88,0,0,0
6,72.62,0.37,0,0,0
5,79.24,6.62,0,0,0
8,103.25,24.01,0,0,0
9,105.38,2.13,0,0,0
255,112.12,6.74,0,0,0
212,126.12,14.0,0,0,0
13,126.5,0.38,0,0,0
173,127.75,1.25,0,0,0
15,128.88,1.13,0,0,0
14,144.25,15.37,0,0,0
240,171.49,27.24,0,0,0
16,205.25,33.76,0,0,0
10,216.63,11.38,0,0,0
