Time,Activity Mode,Probability Value,Activity Level
0.19,1,10,50
1.2,0,83,50
2.2,0,70,50
3.2,0,82,50
4.2,1,5,50
5.2,1,4,50
6.2,1,38,50
7.21,0,82,50
8.21,0,78,50
9.21,1,49,50
10.21,1,34,50
11.21,0,92,60
12.21,1,54,60
13.21,0,90,60
14.22,1,16,60
15.22,0,64,60
16.22,1,20,60
17.22,1,40,60
18.22,0,88,60
19.22,1,10,60
20.23,1,27,60
21.23,0,65,60
22.23,0,81,60
23.23,1,56,60
24.23,1,32,60
25.23,1,45,60
26.23,1,29,60
27.23,1,33,60
28.24,1,22,60
29.24,0,99,60
30.24,1,20,60
31.24,1,34,60
32.24,0,67,60
33.24,0,61,60
34.25,1,59,60
35.25,1,33,60
36.25,0,76,60
37.25,1,28,60
38.25,1,17,65
39.25,0,75,70
40.25,1,5,70
41.25,0,77,70
42.26,1,11,70
43.26,1,49,70
44.26,0,98,70
45.26,0,77,70
46.26,0,85,70
47.26,1,30,70
48.27,1,17,70
49.27,0,71,70
50.27,0,99,70
51.27,1,11,70
52.27,0,78,70
53.27,1,55,70
54.28,1,27,70
55.28,1,38,70
56.28,0,72,70
57.28,0,76,70
58.28,1,23,70
59.28,1,41,75
60.28,1,26,75
61.29,1,31,75
62.29,1,39,75
63.29,0,97,75
64.29,0,87,75
65.29,0,82,75
66.29,0,81,75
67.29,1,8,75
68.29,1,14,75
69.3,1,59,75
70.3,1,55,75
71.3,1,14,75
72.3,1,39,75
73.3,1,8,75
74.3,1,67,75
75.3,1,2,75
76.31,1,16,75
77.31,1,60,75
78.31,1,53,75
79.31,1,55,75
80.31,0,92,75
81.31,1,36,75
82.31,1,35,75
83.32,1,56,75
84.32,1,43,75
85.32,0,85,75
86.32,1,41,75
87.32,0,85,75
88.32,0,88,75
89.32,1,54,75
90.33,1,16,75
91.33,1,68,75
92.33,0,94,75
93.33,1,55,75
94.33,0,98,75
95.33,1,59,75
96.33,1,57,75
97.33,1,5,75
98.34,1,52,75
99.34,0,96,75
100.34,1,73,75
101.34,1,13,75
102.34,0,97,75
103.34,0,83,75
104.35,1,48,75
105.35,0,87,75
106.35,1,34,75
107.35,1,26,85
108.35,1,57,90
109.35,1,72,90
110.35,1,64,90
111.35,1,63,90
112.36,1,39,90
113.36,1,37,90
114.36,1,82,90
115.36,1,78,90
116.36,1,40,90
117.36,1,87,90
118.36,0,100,90
119.37,1,4,90
120.37,1,24,90
121.37,1,32,90
122.37,1,77,90
123.37,1,13,90
124.37,1,68,90
125.37,0,93,90
126.38,1,83,90
127.38,1,5,90
128.38,1,13,90
129.38,1,90,95
130.38,1,20,95
131.38,1,42,95
132.38,1,8,95
133.39,1,88,95
134.39,1,27,95
135.39,1,94,95
136.39,1,86,95
137.39,1,78,95
138.39,1,49,95
139.39,1,17,95
140.39,1,32,95
141.4,1,88,95
142.4,0,98,95
143.4,1,2,95
144.4,1,18,95
145.4,0,98,95
146.4,0,100,95
147.41,1,95,95
148.41,1,94,95
149.41,1,59,95
150.41,1,66,95
151.41,1,53,100
152.41,1,83,100
153.41,1,66,100
154.42,1,87,100
155.42,1,22,100
156.42,1,25,100
157.42,1,87,100
158.42,1,7,100
159.42,1,13,100
160.42,1,93,100
161.43,1,25,100
162.43,1,85,100
163.43,1,13,100
164.43,1,9,100
165.43,1,83,100
166.43,1,43,100
167.43,1,18,100
168.44,1,29,100
169.44,1,23,100
170.44,1,85,100
171.44,1,10,100
172.44,1,56,100
173.44,1,64,100
174.44,1,77,100
175.45,1,63,100
176.45,1,53,100
177.45,1,53,100
178.45,1,0,100
179.45,1,41,100
180.45,1,67,100
181.46,1,17,100
182.46,1,38,100
183.46,1,33,100
184.46,1,91,100
185.46,1,27,100
186.46,1,56,100
187.47,1,63,100
188.47,1,16,100
189.47,1,82,100
190.47,1,9,100
191.47,1,22,100
192.47,1,87,100
193.47,1,71,100
194.48,1,89,100
195.48,1,51,100
196.48,1,30,100
197.48,1,80,100
198.48,1,40,100
199.48,1,57,100
200.49,1,51,100
201.49,1,34,100
202.49,1,35,100
203.49,1,44,100
204.49,1,60,100
205.49,1,94,100
206.49,1,63,100
207.49,1,28,100
208.5,1,42,100
209.5,1,91,100
210.5,1,53,100
211.5,1,94,100
212.5,1,89,100
213.5,1,54,100
214.5,1,77,100
215.51,1,63,100
216.51,1,99,100
217.51,1,72,100
218.51,1,54,100
219.51,1,33,100
220.51,1,22,100
221.51,1,35,100
222.52,1,26,100
223.52,1,84,100
224.52,1,74,100
225.52,1,60,100
226.52,1,61,100
227.52,1,9,100
228.52,1,17,100
229.53,1,50,100
230.53,1,56,100
231.53,1,1,100
232.53,1,58,100
233.53,1,97,100
234.53,1,11,100
235.53,1,62,100
236.54,1,83,100
237.54,1,6,100
238.54,1,29,100
239.54,1,34,100
240.54,1,24,100
241.54,1,16,100
242.54,1,65,100
243.55,1,46,100
244.55,1,10,100
245.55,1,53,100
246.55,1,78,100
247.55,1,88,100
248.55,1,12,100
249.55,1,59,100
250.55,1,60,100
251.56,1,37,100
252.56,1,36,100
253.56,1,54,100
254.56,1,91,100
255.56,1,50,100
256.56,1,21,100
257.56,1,45,100
258.57,1,61,100
259.57,1,0,100
260.57,1,3,100
261.57,1,31,100
262.57,1,8,100
263.57,1,55,100
264.57,1,24,100
265.58,1,100,100
266.58,1,57,100
267.58,1,5,100
268.58,1,4,100
269.58,1,32,100
270.58,1,0,100
271.59,1,20,100
272.59,1,46,100
273.59,1,16,100
274.59,1,30,100
275.59,1,37,100
276.59,1,60,100
277.59,1,45,100
278.59,1,15,100
279.6,1,20,100
280.6,1,74,100
281.6,1,11,100
282.6,1,0,100
283.6,1,93,100
284.6,1,13,100
285.61,1,92,100
286.61,1,67,100
287.61,1,19,100
288.61,1,52,100
289.61,1,48,100
290.61,1,1,100
291.61,1,78,100
292.61,1,69,100
293.62,1,27,100
294.62,1,6,100
295.62,1,84,100
296.62,1,89,100
297.62,1,85,100
298.62,1,57,100
299.63,1,74,100
300.63,1,36,100
301.63,1,91,100
302.63,1,97,100
303.63,1,42,100
304.63,1,35,100
305.63,1,6,100
306.64,1,46,100
307.64,1,84,100
308.64,1,89,100
309.64,1,58,100
310.64,1,22,100
311.64,1,81,100
312.65,1,1,100
313.65,1,96,100
314.65,1,82,100
315.65,1,82,100
316.65,1,2,100
317.65,1,38,100
318.65,1,77,100
319.65,1,75,100
320.66,1,68,100
321.66,1,51,100
322.66,1,89,100
323.66,1,64,100
324.66,1,41,100
325.66,1,1,100
326.66,1,0,100
327.67,1,23,100
328.67,1,16,100
329.67,1,46,100
330.67,1,46,100
331.67,1,28,100
332.67,1,82,100
333.68,1,72,100
334.68,1,40,100
335.68,1,55,100
336.68,1,77,100
337.68,1,65,100
338.68,1,3,100
339.69,1,29,100
340.69,1,90,100
341.69,1,66,100
342.69,1,64,100
343.69,1,57,100
344.69,1,86,100
345.69,1,23,100
346.7,1,15,100
347.7,1,78,100
348.7,1,15,100
