ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
15,9.15,0,21:45: 02,45,88,0
16,19.48,10.33,21:45: 02,45,28,1
4,31.86,12.38,21:45: 12,35,13,1
5,33.23,1.37,21:45: 12,30,39,0
6,76.61,43.38,21:45: 25,0,51,0
8,78.36,1.75,21:45: 25,0,67,0
6,78.48,0.12,21:45: 26,5,67,0
8,78.86,0.38,21:45: 26,10,67,0
12,94.48,15.62,21:46: 10,5,82,0
7,94.98,0.5,21:46: 10,5,82,0
15,117.85,22.87,21:46: 11,0,12,0
10,147.36,29.51,21:46: 11,0,55,0
1,163.35,15.99,21:46: 11,0,12,0
0,163.48,0.13,21:46: 11,0,29,0
15,194.23,30.75,21:46: 12,0,49,0
16,204.35,10.12,21:46: 12,0,48,0
4,216.11,11.76,21:46: 27,0,92,0
5,217.23,1.12,21:46: 27,0,13,0
4,217.35,0.12,21:46: 28,5,13,0
5,217.48,0.13,21:46: 28,10,18,0
16,228.98,11.5,21:46: 51,10,44,0
8,262.48,33.5,21:46: 51,0,15,0
6,262.52,0.04,21:47: 20,0,15,0
7,278.86,16.34,21:47: 20,0,52,0
12,279.23,0.37,21:47: 36,0,52,0
7,279.27,0.04,21:47: 36,5,52,0
17,292.86,13.59,21:47: 36,0,73,0
15,304.6,11.74,21:48: 07,0,100,0
10,333.35,28.75,21:48: 07,0,15,0
1,333.98,0.63,21:48: 17,0,39,0
10,334.61,0.63,21:48: 17,5,39,0
9,336.48,1.87,21:48: 29,10,68,0
1,345.85,9.37,21:48: 29,10,36,0
16,387.36,41.51,21:48: 30,0,3,0
4,399.23,11.87,21:48: 30,0,10,0
5,399.98,0.75,21:48: 30,0,62,0
4,400.11,0.13,21:48: 30,5,62,0
6,400.15,0.04,21:48: 30,10,62,0
5,400.23,0.08,21:48: 30,15,62,0
15,403.98,3.75,21:48: 42,20,88,0
16,412.48,8.5,21:48: 42,10,13,0
0,446.61,34.13,21:49: 15,0,57,0
6,446.73,0.12,21:49: 15,0,57,0
8,446.86,0.13,21:49: 15,5,58,0
7,463.23,16.37,21:49: 15,0,80,0
12,463.98,0.75,21:49: 32,0,96,0
14,473.36,9.38,21:49: 32,0,90,0
15,488.86,15.5,21:49: 32,0,16,0
10,519.23,30.37,21:49: 32,0,60,0
4,519.61,0.38,21:49: 32,0,60,0
1,533.98,14.37,21:49: 32,0,96,0
16,573.86,39.88,21:49: 46,0,90,0
5,586.98,13.12,21:49: 46,0,1,0
6,632.73,45.75,21:49: 58,0,16,0
6,633.11,0.38,21:49: 58,0,10,1
8,633.48,0.37,21:50: 26,5,10,0
4,634.23,0.75,21:50: 26,10,0,0
12,649.23,15.0,21:50: 27,5,94,0
7,649.73,0.5,21:50: 27,5,94,0
0,703.11,53.38,21:50: 28,0,44,0
