ID,Time,Timesince,ROS Time,Max Velocity,State
1,9.76,0,14:33: 54,0,1
16,33.01,23.25,14:33: 54,0,2
4,55.01,22.0,14:34: 17,0,2
3,58.14,3.13,14:34: 18,0,1
9,80.26,22.12,14:34: 40,0,2
8,97.88,17.62,14:34: 40,0,2
13,114.51,16.63,14:34: 43,0,2
12,129.51,15.0,14:34: 43,0,2
15,156.01,26.5,14:35: 05,0,2
10,184.51,28.5,14:35: 05,0,2
0,212.0,27.49,14:35: 22,0,2
