ID,Time,Timesince,ROS Time,Max Velocity,State
5,18.64,0,15:05: 54,0,1
4,28.64,10.0,15:05: 55,0,2
9,47.77,19.13,15:06: 05,0,2
8,52.65,4.88,15:06: 05,0,1
13,67.02,14.37,15:06: 24,0,2
0,81.89,14.87,15:06: 24,0,1
12,82.02,0.13,15:06: 29,0,2
15,109.27,27.25,15:06: 29,0,2
10,137.14,27.87,15:06: 43,0,2
