Time,Activity Mode,Probability Value,Activity Level
0.21,0,100,50
1.22,0,53,50
2.22,0,90,50
3.22,0,83,50
4.22,0,59,50
5.22,1,29,50
6.22,0,70,45
7.22,0,65,45
8.23,1,22,45
9.23,0,51,45
10.23,1,44,45
11.23,1,6,50
12.23,1,1,50
13.23,1,29,50
14.23,0,86,50
15.23,1,0,50
16.24,1,27,45
17.24,1,26,45
18.24,1,30,45
19.24,1,4,45
20.24,0,82,45
21.24,0,89,45
22.24,0,70,40
23.25,1,39,40
24.25,1,29,40
25.25,0,74,40
26.25,1,16,40
27.25,1,22,40
28.25,0,54,35
29.25,0,89,35
30.25,0,96,35
31.26,1,35,35
32.26,0,42,35
33.26,1,3,35
34.26,1,29,30
35.26,0,98,30
36.26,1,10,30
37.26,0,45,30
38.27,0,71,30
39.27,0,63,30
40.27,0,57,25
41.27,0,86,25
42.27,1,8,25
43.27,1,7,25
44.27,0,34,25
45.28,0,67,25
46.28,1,10,20
47.28,0,80,20
48.28,0,83,20
49.28,0,71,20
50.28,0,24,20
51.28,0,63,20
52.28,0,25,15
53.29,0,91,15
54.29,0,47,15
55.29,0,50,15
56.29,0,74,15
57.29,0,52,15
58.29,0,19,10
59.29,0,36,10
60.3,0,12,10
61.3,1,4,10
62.3,0,46,10
63.3,0,42,10
64.3,0,24,5
65.3,0,84,5
66.3,0,9,5
67.31,0,80,5
68.31,0,84,5
69.31,0,57,5
70.31,0,14,0
71.31,0,77,0
72.31,0,12,0
73.31,0,1,0
74.31,0,62,0
75.32,0,46,0
76.32,0,25,0
77.32,0,73,0
78.32,0,74,0
79.32,0,18,0
80.32,0,17,0
81.32,0,63,0
82.33,0,50,0
83.33,0,50,0
84.33,0,73,0
85.33,0,95,5
86.33,0,64,5
87.33,0,70,5
88.33,0,38,5
89.34,1,0,5
90.34,0,69,0
91.34,0,26,0
92.34,0,23,0
93.34,0,15,0
94.34,0,72,0
95.34,0,60,0
96.34,0,41,0
97.35,0,44,0
98.35,0,89,0
99.35,0,50,0
100.35,0,73,0
101.35,0,11,0
102.35,0,25,0
103.36,0,31,0
104.36,0,46,0
105.36,0,75,0
106.36,0,73,0
107.36,0,53,0
108.36,0,44,0
109.36,0,52,0
110.37,0,80,0
111.37,0,26,5
112.37,0,81,5
113.37,0,64,5
114.37,0,13,5
115.37,1,1,5
116.38,0,32,0
117.38,0,69,0
