ID,Time,Timesince,ROS Time,Max Velocity,State
1,10.78,0,14:53: 43,0,1
4,45.4,34.62,14:53: 43,0,2
16,50.41,5.01,14:54: 17,0,1
9,63.91,13.5,14:54: 17,0,2
0,131.03,67.12,14:54: 22,0,2
12,171.28,40.25,14:54: 22,0,2
14,184.66,13.38,14:54: 36,0,2
17,191.03,6.37,14:54: 36,0,2
15,207.65,16.62,14:55: 43,0,2
10,234.28,26.63,14:56: 23,0,2
