ID,Time,Timesince,ROS Time,Max Velocity,State
4,27.12,0,14:30: 28,0,1
9,44.25,17.13,14:30: 28,0,2
0,46.12,1.87,14:30: 45,0,2
13,65.75,19.63,14:30: 45,0,2
7,81.37,15.62,14:30: 47,0,1
12,81.87,0.5,14:31: 06,0,2
14,89.0,7.13,14:31: 06,0,2
17,104.87,15.87,14:31: 22,0,1
16,105.87,1.0,14:31: 22,0,2
15,125.49,19.62,14:31: 22,0,2
10,157.12,31.63,14:31: 22,0,2
1,167.12,10.0,14:31: 30,0,1
6,169.37,2.25,14:31: 30,0,2
