ID,Time,Timesince,ROS Time,Behave Val,Random No,State
5,4.55,0,13:59: 10,50,73,2
8,9.55,5.0,13:59: 11,55,19,1
3,13.42,3.87,13:59: 15,60,65,2
7,18.17,4.75,13:59: 16,65,93,2
0,22.04,3.87,13:59: 19,70,84,1
4,25.42,3.38,13:59: 19,70,4,2
8,34.92,9.5,13:59: 24,75,87,1
4,40.05,5.13,13:59: 24,70,20,1
0,43.17,3.12,13:59: 28,75,86,2
7,46.29,3.12,13:59: 31,75,63,1
