ID,Time,Timesince,ROS Time,Max Velocity,State
17,1.3,0,14:25: 19,0,1
12,6.42,5.12,14:25: 19,0,1
10,7.17,0.75,14:25: 25,0,1
0,7.93,0.76,14:25: 25,0,1
4,11.42,3.49,14:25: 25,0,1
8,15.05,3.63,14:25: 25,0,1
1,19.05,4.0,14:25: 26,0,2
3,62.05,43.0,14:25: 30,0,1
16,63.67,1.62,14:25: 30,0,2
5,78.3,14.63,14:25: 33,0,2
9,115.92,37.62,14:25: 33,0,2
13,137.68,21.76,14:25: 37,0,2
