ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
16,20.36,0,20:28: 51,35,72,2
4,33.24,12.88,20:28: 51,30,16,1
0,34.61,1.37,20:29: 04,30,44,2
5,35.11,0.5,20:29: 04,30,44,2
6,81.61,46.5,20:29: 05,0,34,2
8,82.36,0.75,20:29: 06,0,34,2
6,82.4,0.04,20:29: 06,5,34,2
8,82.74,0.34,20:29: 52,10,34,2
0,83.61,0.87,20:29: 52,15,17,2
12,98.48,14.87,20:29: 53,5,65,2
7,98.53,0.05,20:29: 53,5,65,2
14,107.48,8.95,20:29: 53,5,57,2
15,122.61,15.13,20:29: 53,0,17,2
10,153.86,31.25,20:29: 54,0,23,2
1,171.73,17.87,20:29: 54,0,12,2
2,202.36,30.63,20:29: 54,0,73,2
16,214.24,11.88,20:30: 09,0,82,2
4,226.48,12.24,20:30: 09,0,4,2
5,227.48,1.0,20:30: 09,0,25,2
4,227.61,0.13,20:30: 09,5,68,2
6,289.48,61.87,20:30: 18,0,22,2
8,290.36,0.88,20:30: 18,0,21,2
9,290.61,0.25,20:30: 33,5,39,2
7,305.11,14.5,20:30: 33,0,47,2
12,306.23,1.12,20:31: 05,0,98,2
7,306.36,0.13,20:31: 05,5,98,2
0,307.36,1.0,20:31: 23,10,17,2
15,331.48,24.12,20:31: 23,0,61,2
17,351.98,20.5,20:31: 53,0,70,2
4,360.61,8.63,20:31: 53,0,19,2
10,360.98,0.37,20:32: 05,0,44,2
4,361.73,0.75,20:32: 05,5,82,2
8,379.23,17.5,20:32: 17,0,94,2
1,379.61,0.38,20:32: 17,0,94,2
