Time,Activity Mode,Probability Value,Activity Level
0.19,0,93,50
1.2,0,68,50
2.2,1,14,50
3.2,0,54,50
4.2,1,15,50
5.2,1,19,50
6.2,0,77,50
7.21,0,69,50
8.21,0,77,50
9.21,1,24,50
10.21,1,33,45
11.21,1,16,45
12.21,0,74,45
13.21,0,55,45
14.22,0,94,45
15.22,1,34,45
16.22,1,6,45
17.22,1,0,45
18.22,0,74,55
19.22,1,32,55
20.22,1,18,55
21.23,0,78,55
22.23,0,66,55
23.23,0,67,55
24.23,0,92,55
25.23,1,45,55
26.24,0,80,55
27.24,1,31,50
28.24,1,40,50
29.24,1,23,50
30.24,1,30,50
31.24,1,39,50
32.24,1,5,50
33.25,0,80,50
34.25,1,15,50
35.25,1,45,50
36.25,0,80,50
37.25,0,54,45
38.25,0,72,45
39.25,1,26,45
40.25,1,8,45
41.26,1,3,45
42.26,0,87,45
43.26,0,74,45
44.26,1,35,45
45.26,0,70,45
46.26,1,16,45
47.26,1,16,40
48.27,0,70,40
49.27,0,55,40
50.27,0,82,40
51.27,0,94,40
52.27,1,3,40
53.27,0,46,40
54.28,0,93,40
55.28,0,54,40
56.28,1,5,40
57.28,1,12,35
58.28,0,59,35
59.28,0,73,35
60.29,0,80,35
61.29,0,90,35
62.29,0,39,35
63.29,0,93,35
64.29,1,35,35
65.29,0,93,35
66.3,1,22,35
67.3,0,58,30
68.3,0,84,30
69.3,0,33,30
70.3,0,38,30
71.3,0,92,30
72.3,1,2,30
73.31,1,24,30
74.31,0,64,30
75.31,0,51,30
76.31,0,44,30
77.31,0,32,25
78.31,0,54,25
79.32,0,95,25
80.32,0,94,25
81.32,0,68,25
82.32,1,4,30
83.32,1,27,30
84.32,0,90,30
85.33,0,34,30
86.33,0,95,30
87.33,1,15,30
88.33,0,81,30
89.33,0,44,30
90.33,0,71,30
91.33,0,56,25
92.34,0,79,25
93.34,0,86,25
94.34,1,7,25
95.34,1,7,25
96.34,1,24,25
97.34,1,25,25
98.34,0,69,25
99.35,0,47,25
100.35,1,23,25
101.35,0,68,20
102.35,1,18,20
103.35,0,29,20
104.35,1,1,25
105.35,0,63,30
106.36,1,26,35
107.36,1,35,35
108.36,1,29,35
109.36,1,9,35
110.36,0,97,35
111.36,1,7,35
112.36,0,68,35
113.37,1,11,35
114.37,0,82,35
115.37,0,45,35
116.37,1,4,30
117.37,0,58,30
118.37,0,77,30
119.37,1,12,30
120.37,0,54,30
121.38,1,1,30
122.38,0,56,30
123.38,0,38,30
124.38,1,25,30
125.38,0,74,30
126.38,0,96,25
127.39,0,72,25
128.39,0,29,25
129.39,1,21,25
130.39,1,22,25
131.39,0,85,25
132.39,0,98,25
133.39,0,71,25
134.4,0,47,25
135.4,0,94,25
136.4,0,98,20
137.4,1,11,20
138.4,0,97,20
139.4,0,75,20
140.41,0,78,20
141.41,0,43,20
142.41,0,48,25
143.41,0,54,25
144.41,0,30,25
145.41,1,21,25
146.41,0,100,25
147.42,0,70,25
148.42,0,73,25
149.42,0,95,25
150.42,1,10,25
151.42,0,42,20
152.42,0,100,20
153.42,0,47,20
154.43,1,9,20
155.43,0,70,20
156.43,0,33,20
157.43,0,35,20
158.43,0,25,20
159.43,1,18,20
160.43,0,52,20
161.43,0,21,15
162.44,0,97,15
163.44,0,35,15
164.44,0,38,15
165.44,1,4,15
166.44,0,53,15
167.44,0,29,15
168.44,0,59,15
169.45,1,9,15
170.45,0,44,15
171.45,0,35,10
172.45,0,30,10
173.45,0,52,10
174.45,0,93,10
175.46,0,57,10
176.46,0,42,10
177.46,0,31,10
178.46,0,85,10
179.46,0,35,10
180.46,0,22,10
181.46,0,24,5
182.47,0,75,5
183.47,0,21,5
184.47,0,28,5
185.47,0,88,5
186.47,0,33,5
187.48,0,9,5
188.48,0,62,5
189.48,0,99,5
190.48,0,30,5
191.48,0,22,0
192.48,0,55,0
193.49,0,46,0
194.49,0,27,0
195.49,0,88,0
196.49,0,43,0
