ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
2,11.37,0,00:53: 17,50,7,1
4,35.74,24.37,00:53: 17,55,65,0
5,36.61,0.87,00:53: 41,60,3,1
16,59.37,22.76,00:53: 41,65,36,1
6,105.87,46.5,00:53: 42,70,86,0
8,106.12,0.25,00:53: 42,75,86,0
6,106.24,0.12,00:54: 05,80,86,0
8,106.49,0.25,00:54: 05,85,97,0
4,127.24,20.75,00:54: 52,90,23,1
7,127.74,0.5,00:54: 52,95,83,1
12,144.74,17.0,00:54: 52,100,72,1
0,145.12,0.38,00:54: 52,100,72,1
7,145.16,0.04,00:54: 52,100,72,1
17,164.24,19.08,00:54: 52,100,43,1
6,164.36,0.12,00:54: 52,100,43,1
12,165.24,0.88,00:54: 52,100,78,1
1,165.49,0.25,00:55: 13,100,49,1
0,166.36,0.87,00:55: 13,100,49,1
16,166.4,0.04,00:55: 13,100,49,1
7,166.43,0.03,00:55: 13,100,90,1
12,166.49,0.06,00:55: 30,100,90,1
17,166.61,0.12,00:55: 30,100,90,1
15,167.61,1.0,00:55: 31,100,23,1
10,215.99,48.38,00:55: 31,100,64,1
12,224.11,8.12,00:55: 31,100,17,1
7,224.16,0.05,00:55: 50,100,17,1
15,224.86,0.7,00:55: 50,100,96,1
10,238.61,13.75,00:55: 50,100,13,1
4,240.49,1.88,00:55: 50,100,46,1
9,241.61,1.12,00:55: 51,100,71,1
10,241.86,0.25,00:55: 51,100,71,1
4,243.87,2.01,00:55: 51,100,33,1
8,245.36,1.49,00:55: 51,100,61,1
1,254.74,9.38,00:55: 52,100,4,1
5,325.87,71.13,00:55: 52,100,98,1
0,332.62,6.75,00:55: 52,100,11,1
4,332.74,0.12,00:55: 52,100,6,1
5,332.78,0.04,00:55: 52,100,6,1
14,332.99,0.21,00:55: 52,100,6,1
16,344.12,11.13,00:55: 52,100,88,1
8,369.49,25.37,00:55: 52,100,21,1
6,386.62,17.13,00:55: 52,100,74,1
4,387.49,0.87,00:55: 53,100,14,1
6,387.61,0.12,00:55: 53,100,14,1
8,388.49,0.88,00:56: 42,100,59,1
9,390.87,2.38,00:56: 42,100,13,1
0,391.74,0.87,00:56: 50,100,13,1
12,419.24,27.5,00:56: 50,100,30,1
7,420.11,0.87,00:56: 50,100,93,1
15,420.74,0.63,00:56: 50,100,93,1
8,428.99,8.25,00:56: 51,100,70,1
12,435.49,6.5,00:56: 51,100,36,1
0,435.54,0.05,00:57: 04,100,36,1
5,458.74,23.2,00:57: 04,100,67,1
17,458.86,0.12,00:57: 06,100,67,1
7,458.9,0.04,00:57: 06,100,52,1
12,459.11,0.21,00:57: 07,100,52,1
15,476.86,17.75,00:57: 07,100,4,1
10,515.75,38.89,00:57: 08,100,38,1
4,516.12,0.37,00:57: 08,100,94,1
10,516.36,0.24,00:57: 10,100,94,1
0,518.74,2.38,00:57: 10,100,90,1
16,535.24,16.5,00:57: 11,100,56,1
