ROS Time,Behaviour
23:43: 25,Pausing
23:43: 30,Pausing
23:43: 56,Spinning
23:44: 01,Spinning
23:44: 16,Pausing
23:44: 21,Pausing
23:45: 31,Spinning
23:45: 36,Spinning
23:46: 35,Pausing
23:46: 40,Pausing
23:47: 00,Pausing
23:47: 05,Pausing
23:49: 01,Pausing
23:49: 06,Pausing
23:49: 19,Pausing
23:49: 24,Pausing
23:49: 31,Pausing
23:49: 36,Pausing
23:49: 57,Pausing
23:50: 02,Pausing
23:50: 34,Spinning
23:50: 39,Spinning
23:50: 45,Pausing
23:50: 50,Pausing
23:51: 01,Pausing
23:51: 06,Pausing
