ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
17,11.02,0,16:11: 47,50,81,2
10,19.53,8.51,16:11: 47,55,34,1
4,21.4,1.87,16:11: 56,55,26,1
9,21.89,0.49,16:11: 56,60,26,1
1,34.15,12.26,16:11: 58,65,60,1
2,77.03,42.88,16:11: 58,65,95,2
16,96.53,19.5,16:11: 58,65,37,1
5,122.15,25.62,16:11: 58,65,62,1
4,122.27,0.12,16:12: 10,65,62,1
8,175.28,53.01,16:12: 10,70,95,2
6,175.65,0.37,16:12: 53,70,13,1
9,185.15,9.5,16:12: 53,75,9,1
6,185.27,0.12,16:13: 13,75,9,1
8,186.52,1.25,16:13: 13,80,66,1
9,191.4,4.88,16:13: 38,85,11,1
12,210.53,19.13,16:13: 38,85,47,1
7,210.57,0.04,16:13: 39,85,47,1
0,212.9,2.33,16:13: 39,90,52,1
12,213.02,0.12,16:14: 32,90,52,1
7,213.06,0.04,16:14: 32,95,52,1
15,235.52,22.46,16:14: 32,100,53,1
17,261.4,25.88,16:14: 32,100,98,1
10,271.9,10.5,16:14: 41,100,52,1
4,282.9,11.0,16:14: 41,100,35,1
