Time,Activity Mode,Probability Value,Activity Level
139.39,1,18,45
140.39,1,6,45
141.39,1,17,45
142.39,1,9,45
143.39,0,83,45
144.39,0,69,45
145.4,0,70,40
146.4,1,14,40
147.4,1,18,40
148.4,0,97,40
149.4,0,85,40
150.4,0,63,40
151.4,0,89,40
152.4,0,86,40
153.41,0,67,40
154.41,0,68,40
155.41,0,37,35
156.41,0,74,35
157.41,1,16,35
158.41,0,74,35
159.41,0,76,35
160.42,0,69,35
161.42,1,20,35
162.42,1,21,35
163.42,0,54,35
164.42,1,21,35
165.42,1,6,30
166.42,1,18,30
167.43,0,55,30
168.43,0,53,30
169.43,0,55,30
170.43,1,17,30
171.43,0,97,30
172.43,0,40,30
173.43,0,56,30
174.44,0,82,30
175.44,0,75,25
176.44,0,57,25
177.44,1,7,25
178.44,0,39,25
179.44,0,84,25
180.44,0,74,25
181.44,1,17,25
182.45,1,19,25
183.45,1,3,25
184.45,0,34,25
185.45,1,3,20
186.45,1,10,20
187.45,0,25,20
188.45,0,21,20
189.46,0,47,20
190.46,0,49,20
191.46,0,60,20
192.46,0,65,20
193.46,0,95,20
194.46,0,53,20
195.46,0,21,15
196.46,0,78,15
197.47,0,68,15
198.47,0,23,15
199.47,0,17,15
200.47,0,51,15
201.47,1,2,15
202.47,0,71,15
203.47,0,69,15
204.48,0,75,15
205.48,0,29,10
206.48,0,14,10
207.48,0,73,10
208.48,0,62,10
209.48,0,59,10
210.48,0,52,10
211.48,0,33,10
212.49,0,69,10
213.49,0,43,10
214.49,0,69,10
215.49,0,93,5
216.49,0,78,5
217.49,0,100,5
218.49,0,7,5
219.5,0,35,5
220.5,0,98,5
221.5,0,22,5
222.5,0,24,5
223.5,0,18,5
224.5,0,45,5
225.5,0,19,0
226.51,0,17,0
227.51,0,42,0
228.51,0,86,0
229.51,0,30,0
230.51,0,90,0
231.51,0,32,0
232.51,0,59,0
233.51,1,0,0
234.52,0,25,0
235.52,0,27,0
236.52,0,31,15
237.52,0,59,15
238.52,0,71,15
239.52,0,41,15
240.52,0,63,15
241.53,0,41,15
242.53,0,30,15
243.53,0,64,15
244.53,0,57,15
245.53,0,70,10
246.53,0,53,10
247.54,1,3,10
248.54,0,96,10
249.54,0,74,10
250.54,0,50,10
251.54,0,62,10
252.54,0,53,10
253.54,0,53,10
254.54,0,14,10
255.55,0,93,5
256.55,0,76,5
257.55,0,62,5
258.55,0,16,5
259.55,0,22,5
260.55,0,20,5
261.55,0,40,5
262.56,0,41,5
263.56,0,91,5
264.56,0,60,5
265.56,0,52,0
266.56,0,52,0
267.56,0,27,0
268.56,0,12,0
269.56,0,95,0
270.57,0,66,0
271.57,0,100,0
272.57,0,94,0
273.57,0,78,0
274.57,0,18,0
275.57,0,31,0
276.57,0,35,0
277.58,0,46,0
278.58,0,28,0
279.58,0,19,0
280.58,0,54,0
281.58,0,100,0
282.58,0,15,0
283.58,0,47,0
284.58,0,100,0
285.59,0,20,0
286.59,0,91,0
287.59,0,86,0
288.59,0,95,0
289.59,0,15,0
290.59,0,31,0
291.6,0,12,5
292.6,1,0,5
293.6,0,18,5
294.6,0,76,5
295.6,0,81,5
296.6,0,54,5
297.6,1,0,5
298.6,0,72,5
299.61,0,33,5
300.61,0,47,0
301.61,0,47,0
302.61,0,74,0
303.61,0,65,0
304.61,0,66,0
305.61,0,44,5
306.62,0,33,20
307.62,0,97,20
308.62,0,88,25
309.62,1,7,25
310.62,0,86,25
311.62,0,81,25
312.62,0,83,25
313.62,0,40,25
314.62,0,87,25
315.63,1,9,25
316.63,0,54,25
317.63,0,41,20
318.63,0,21,20
319.63,0,97,20
320.63,0,40,20
321.63,0,91,20
322.63,0,56,25
323.64,0,43,35
324.64,0,43,40
325.64,0,91,40
326.64,0,64,40
327.64,0,74,40
328.64,0,93,40
329.64,0,80,40
330.65,0,81,40
331.65,0,99,40
332.65,0,49,40
333.65,0,70,35
334.65,1,34,35
335.65,1,23,35
336.65,0,81,35
337.65,0,78,35
338.66,0,81,35
339.66,1,24,35
340.66,0,68,35
341.66,0,42,35
342.66,0,71,35
343.66,1,23,30
344.66,0,50,30
345.67,0,43,30
346.67,0,51,30
347.67,1,3,30
348.67,0,77,30
349.67,0,76,30
350.67,0,90,30
351.67,1,26,30
352.68,0,62,30
353.68,0,71,25
354.68,1,10,25
355.68,1,5,25
356.68,0,85,25
357.68,1,16,25
358.68,0,75,25
359.68,0,46,25
360.69,0,56,25
361.69,0,57,25
362.69,1,0,25
363.69,1,6,20
364.69,0,72,20
365.69,1,1,20
366.69,0,97,20
367.69,0,44,20
368.7,0,53,20
369.7,0,97,20
370.7,0,58,20
371.7,0,97,20
372.7,0,65,20
373.7,0,42,15
374.7,0,24,15
375.7,0,56,15
376.71,1,5,15
377.71,1,8,15
378.71,0,52,15
379.71,0,46,15
380.71,0,43,15
381.71,0,77,15
382.71,0,83,15
383.72,0,85,10
384.72,0,47,10
385.72,0,65,10
386.72,0,77,10
387.72,1,3,10
388.72,0,33,10
389.72,0,70,10
390.72,0,83,10
391.73,0,95,10
392.73,0,77,10
393.73,0,91,5
394.73,0,66,5
395.73,0,95,5
396.73,0,98,5
397.73,0,16,5
398.74,0,85,5
399.74,0,40,5
400.74,0,61,5
401.74,0,49,5
402.74,1,0,5
403.74,0,97,0
404.74,0,74,0
405.74,0,23,0
406.75,0,80,0
407.75,0,57,0
408.75,0,91,0
409.75,0,96,0
410.75,0,40,0
411.75,0,68,0
412.75,0,3,0
413.76,0,24,0
414.76,0,26,0
415.76,0,50,0
416.76,0,73,0
417.76,0,26,0
418.76,1,0,0
419.76,0,31,0
420.76,0,72,0
421.77,0,19,0
422.77,0,67,0
423.77,0,92,0
424.77,0,67,0
425.77,0,1,0
426.77,0,96,0
427.77,0,41,0
428.78,0,81,0
429.78,0,57,0
430.78,0,62,0
431.78,0,46,0
432.78,0,12,0
433.78,0,63,0
434.78,0,77,0
435.78,0,56,0
436.79,0,56,0
437.79,0,20,0
438.79,0,48,0
439.79,0,71,0
440.79,0,4,0
