ID,Time,Timesince,Min Velocity,Max Velocity,State
0,29.65,0,0,0,0
2,39.15,9.5,0,0,0
5,60.53,21.38,0,0,0
4,71.02,10.49,0,0,0
16,76.78,5.76,0,0,0
