Time,Activity Mode,Probability Value,Activity Level
0.19,0,99,50
1.2,1,12,50
2.2,0,99,50
3.2,0,63,50
4.2,0,90,50
5.21,0,59,50
6.21,1,21,45
7.21,0,82,45
8.21,0,71,45
9.21,0,74,45
10.21,0,90,45
11.21,1,9,45
12.21,0,95,40
13.22,0,49,40
14.22,1,32,40
15.22,1,28,40
16.22,0,65,40
17.22,1,18,40
18.22,1,10,35
19.22,0,46,35
20.23,0,80,35
21.23,0,67,35
22.23,1,35,35
23.23,0,52,35
24.23,0,60,30
25.23,0,61,30
26.23,1,13,30
27.24,0,37,30
28.24,1,22,30
29.24,0,50,30
30.24,0,47,25
31.24,0,95,25
32.24,1,9,25
33.24,0,87,25
34.25,0,51,25
35.25,1,12,30
36.25,0,69,35
37.25,0,68,35
38.25,0,75,35
39.25,0,98,35
40.25,0,53,35
41.25,1,19,30
42.26,0,85,30
43.26,0,84,30
44.26,0,48,30
45.26,1,2,30
46.26,1,10,30
47.26,0,46,25
48.26,1,20,25
49.27,0,26,25
50.27,0,60,25
51.27,0,48,25
52.27,0,32,25
53.27,1,10,20
54.27,0,24,20
55.27,1,4,20
56.27,0,75,20
57.28,0,87,20
58.28,0,88,20
59.28,0,95,15
60.28,0,69,15
61.28,0,24,15
62.28,1,2,15
63.28,0,38,15
64.29,0,38,15
65.29,0,93,10
66.29,0,20,10
67.29,0,99,10
68.29,0,56,10
69.29,0,12,10
70.29,0,71,10
71.29,0,21,5
72.3,0,18,5
73.3,0,100,5
74.3,0,10,5
75.3,1,0,5
76.3,0,71,5
77.31,0,7,0
78.31,0,5,0
79.31,0,97,0
80.31,0,50,0
81.31,0,23,0
82.31,0,89,0
83.31,0,99,0
84.32,0,59,0
85.32,0,21,0
86.32,0,10,0
87.32,0,53,0
88.32,0,66,0
89.32,0,34,0
90.32,0,58,0
91.33,0,70,0
92.33,0,95,0
93.33,0,90,0
94.33,0,86,0
95.33,0,62,0
96.33,1,0,0
97.33,0,29,0
98.33,0,19,0
99.34,0,96,15
100.34,1,5,15
101.34,0,57,15
102.34,1,4,15
103.34,0,58,15
104.34,0,77,10
105.34,0,81,10
106.35,0,30,10
107.35,0,98,10
108.35,0,80,10
109.35,0,92,10
110.35,0,72,5
111.35,0,82,5
112.35,1,4,5
113.36,0,87,5
114.36,0,45,5
115.36,0,15,5
116.36,0,69,0
117.36,0,1,0
118.36,0,75,0
119.36,0,48,0
120.37,0,14,0
121.37,0,9,0
122.37,0,89,0
123.37,0,25,0
124.37,0,61,10
125.37,0,69,10
126.37,1,3,10
127.38,0,60,10
128.38,0,91,10
129.38,0,70,15
130.38,0,36,20
131.38,0,57,20
132.38,0,22,20
133.38,0,70,20
134.38,0,51,20
135.39,0,21,15
136.39,0,37,15
137.39,0,40,15
138.39,0,89,15
139.39,1,15,15
140.39,0,90,15
141.4,0,73,10
142.4,0,84,10
143.4,1,2,10
144.4,1,7,10
145.4,0,86,10
146.4,1,6,10
147.4,0,72,5
148.41,0,83,5
149.41,0,60,5
150.41,0,44,5
151.41,0,30,5
152.41,0,26,5
153.41,0,67,0
154.41,0,84,0
155.42,0,40,0
156.42,0,76,0
157.42,0,30,0
158.42,0,73,0
159.42,0,3,0
160.42,0,77,0
161.42,0,43,0
162.43,0,75,0
163.43,0,80,0
164.43,0,22,0
165.43,0,90,0
166.43,0,57,0
167.43,0,12,0
168.43,0,76,0
169.43,0,49,0
170.44,0,95,0
171.44,0,14,0
172.44,0,2,0
173.44,0,53,0
174.44,0,54,0
175.44,0,5,0
176.44,0,98,0
177.45,0,33,0
178.45,0,32,0
179.45,0,33,0
180.45,0,1,0
181.45,0,82,0
182.45,0,56,0
183.45,0,22,0
184.46,0,29,0
185.46,0,6,0
186.46,0,43,0
187.46,0,87,0
188.46,0,65,0
189.46,0,92,0
190.46,0,54,0
191.47,0,62,0
192.47,0,93,0
193.47,0,59,0
194.47,0,24,0
195.47,0,24,0
196.47,0,68,0
197.48,0,97,0
198.48,0,92,0
199.48,0,37,0
200.48,0,76,0
201.48,0,33,0
202.48,0,36,0
203.48,0,68,0
204.49,0,24,0
205.49,0,69,0
206.49,0,95,0
207.49,0,14,0
208.49,0,67,0
209.49,0,50,0
210.49,0,14,0
211.49,0,43,0
212.5,0,4,0
213.5,0,95,0
214.5,0,11,10
215.5,1,10,10
216.5,0,62,10
217.5,0,45,10
218.51,0,20,10
219.51,0,8,5
220.51,0,39,5
221.51,0,63,5
222.51,0,72,5
223.51,0,97,5
224.51,0,66,5
225.51,0,25,0
226.52,0,34,0
227.52,0,75,0
228.52,0,59,0
229.52,0,67,0
230.52,0,70,0
231.52,0,79,0
232.53,0,14,0
233.53,0,67,0
234.53,0,41,0
235.53,0,96,0
236.53,0,91,0
237.53,0,73,0
238.53,0,53,0
239.54,0,91,0
240.54,0,61,0
241.54,0,92,0
242.54,0,90,0
243.54,0,54,0
244.54,0,37,0
245.54,0,33,0
246.55,0,48,0
247.55,0,62,0
248.55,0,34,0
249.55,0,91,0
250.55,0,33,0
251.55,0,11,0
252.55,0,33,0
253.55,0,59,0
254.56,0,50,0
255.56,0,83,0
