ID,Time,Timesince,ROS Time,Max Velocity,State
0,2.85,0,14:48: 30,0,2
3,25.1,22.25,14:48: 52,0,2
5,31.47,6.37,14:48: 52,0,2
4,42.1,10.63,14:48: 58,0,2
9,60.35,18.25,14:48: 58,0,2
8,66.98,6.63,14:49: 09,0,2
13,83.35,16.37,14:49: 09,0,2
12,97.6,14.25,14:49: 27,0,2
15,122.47,24.87,14:49: 27,0,2
10,150.1,27.63,14:49: 34,0,2
1,159.97,9.87,14:49: 34,0,1
6,161.1,1.13,14:49: 50,0,2
