Time,Activity Mode,Probability Value,Activity Level
0.18,1,41,50
1.2,1,2,50
2.2,0,73,50
3.2,0,82,50
4.2,0,79,50
5.2,1,35,50
6.21,0,77,55
7.21,1,10,55
8.21,1,2,55
9.21,0,75,55
10.21,0,58,55
11.21,1,44,50
12.21,0,77,50
13.21,0,79,50
14.22,0,76,50
15.22,0,82,50
16.22,1,44,50
17.22,0,62,45
18.22,0,93,45
19.22,0,55,50
20.22,1,40,50
21.23,1,6,50
22.23,1,23,50
23.23,0,77,50
24.23,1,21,45
25.23,1,16,45
26.23,1,26,45
27.24,0,99,45
28.24,0,82,45
29.24,0,99,45
30.24,0,56,40
31.24,0,65,40
32.25,0,60,40
33.25,0,89,40
34.25,0,51,40
35.25,1,40,40
36.25,0,41,35
37.25,0,73,35
38.26,0,42,35
39.26,0,45,35
40.26,0,41,35
41.26,0,90,35
42.26,0,33,30
43.26,0,38,30
44.27,0,78,30
45.27,0,39,30
46.27,0,49,30
47.27,0,79,30
48.27,0,49,25
49.27,0,27,25
50.28,0,67,25
51.28,0,91,25
52.28,0,88,25
53.28,0,92,25
54.28,0,22,20
55.28,0,31,20
56.29,0,64,20
57.29,0,29,20
58.29,0,45,20
59.29,0,89,20
60.29,0,76,15
61.29,0,92,15
62.29,0,32,15
63.3,0,29,15
64.3,0,17,15
65.3,0,75,15
66.3,0,92,20
67.3,0,67,20
68.3,0,100,20
69.31,0,42,20
70.31,1,13,20
71.31,0,67,15
72.31,1,8,15
73.31,0,61,15
74.31,0,30,15
75.31,1,3,15
76.32,1,15,15
77.32,0,60,10
78.32,0,72,10
79.32,0,50,10
80.32,0,56,10
81.33,0,97,10
82.33,0,78,10
83.33,0,48,20
84.33,0,71,20
85.33,0,45,20
86.33,1,16,20
87.33,0,78,20
88.33,1,6,15
89.34,0,96,15
90.34,0,86,15
91.34,0,43,15
92.34,0,84,15
93.34,1,10,15
94.35,1,1,10
95.35,0,89,10
96.35,0,99,10
97.35,0,35,10
98.36,0,72,10
99.36,0,59,10
100.36,1,3,5
101.36,1,5,5
102.36,0,62,5
103.36,0,71,5
104.36,0,78,5
105.37,0,17,5
106.37,0,92,0
107.37,0,6,0
108.37,0,47,0
109.37,0,69,0
110.38,0,40,0
111.38,0,24,0
112.38,0,73,0
113.38,0,57,0
114.38,0,47,0
115.39,0,53,0
116.39,0,49,0
117.39,0,28,0
118.39,0,15,0
119.39,0,37,0
120.39,0,42,0
121.39,0,86,0
122.4,0,94,0
123.4,0,67,0
124.4,0,59,0
125.4,0,54,0
126.41,0,19,0
127.41,0,32,0
128.41,0,21,0
129.41,0,33,0
130.41,0,91,0
131.41,0,49,0
132.41,0,26,0
133.42,0,75,0
134.42,0,28,0
135.42,0,57,0
136.42,0,18,0
137.42,0,33,0
138.42,0,48,0
139.43,0,62,0
140.43,0,59,0
141.43,0,92,0
142.43,0,27,0
143.44,0,98,0
144.44,0,23,0
145.44,0,30,0
146.44,0,29,0
147.44,0,17,0
148.45,0,59,0
149.45,0,64,0
150.45,0,57,0
151.45,0,14,0
152.45,0,73,0
153.46,0,75,0
154.46,0,38,0
155.46,0,37,0
156.46,0,13,0
157.46,0,60,0
158.47,0,54,0
159.47,0,13,0
160.47,0,80,0
161.47,0,55,0
162.47,0,56,0
163.47,0,43,0
164.48,0,28,0
165.48,0,6,0
166.48,0,52,0
167.48,0,63,0
168.48,0,76,0
169.49,0,74,0
170.49,0,99,0
171.49,0,57,0
172.49,0,44,0
173.49,0,52,0
174.49,0,31,0
175.49,0,35,0
176.5,0,95,0
177.5,0,17,0
178.5,0,66,0
179.5,0,75,0
180.5,0,45,0
181.5,1,0,0
182.5,0,31,0
183.51,0,7,0
184.51,0,96,0
185.51,0,85,0
186.51,0,54,0
187.52,0,40,0
188.52,0,57,0
189.52,0,59,0
190.52,0,26,0
191.52,0,78,0
192.52,0,36,0
193.53,0,37,0
194.53,0,37,0
195.53,0,6,0
196.53,0,27,0
197.53,0,75,0
198.53,0,43,0
199.54,0,51,0
200.54,0,7,0
201.54,0,15,0
202.54,0,53,0
203.54,0,30,0
204.54,0,83,0
205.54,0,85,0
206.55,0,25,0
207.55,0,74,0
208.55,0,3,0
209.55,0,55,0
210.55,0,72,0
211.55,0,70,5
212.56,0,76,5
213.56,0,84,5
214.56,0,14,5
215.56,0,94,5
216.56,0,67,0
217.56,0,11,0
218.57,0,23,0
219.57,0,78,0
220.57,0,48,0
221.57,0,43,0
222.57,0,67,0
223.57,0,50,0
224.57,0,35,0
225.58,0,63,0
226.58,0,2,0
227.58,0,28,0
228.58,0,2,0
229.59,0,84,0
230.59,0,4,0
231.59,0,84,0
232.59,0,59,0
233.59,0,92,0
234.59,0,34,0
235.59,0,8,0
236.6,0,31,0
237.6,0,93,0
238.6,0,56,0
239.6,0,67,0
240.6,0,80,0
241.6,0,15,0
242.61,0,6,0
243.61,0,55,0
244.61,0,94,0
245.61,0,3,0
246.61,0,37,0
247.61,0,15,0
248.62,0,10,0
249.62,0,74,0
250.62,0,52,0
251.62,0,30,0
252.62,0,74,0
253.62,0,77,0
254.63,0,72,0
255.63,0,46,0
256.63,0,66,0
257.63,0,71,0
258.63,0,5,0
259.63,0,81,15
260.64,0,18,15
261.64,0,81,15
262.64,0,95,15
263.64,0,97,15
264.64,1,0,10
265.64,0,51,10
266.65,0,97,10
267.65,0,19,10
268.65,0,85,10
269.65,0,98,10
270.65,0,12,5
271.65,0,49,5
272.66,0,92,5
273.66,0,15,5
274.66,0,38,5
275.66,0,56,5
276.66,0,68,20
277.66,0,93,25
278.67,0,99,25
279.67,0,100,25
280.67,0,77,25
281.67,0,52,25
282.67,0,50,20
283.67,1,20,20
284.67,0,41,20
285.68,0,40,20
286.68,0,30,20
287.68,0,62,20
288.68,0,22,15
289.68,0,35,15
290.68,0,16,15
291.69,0,92,15
292.69,0,75,15
293.69,0,59,15
294.69,0,60,10
295.69,0,43,10
296.69,0,99,10
297.69,0,50,10
298.7,0,76,10
299.7,0,91,10
300.7,0,57,5
301.7,0,7,5
302.7,0,49,5
303.7,0,26,5
304.71,0,88,5
305.71,0,87,5
306.71,0,13,0
307.71,0,7,0
308.71,0,35,0
309.71,0,96,0
310.72,0,33,0
311.72,0,96,0
312.72,0,25,0
313.72,0,14,0
314.72,0,73,0
315.72,0,68,0
