ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
2,8.7,0,00:47: 06,50,34,1
15,10.73,2.03,00:47: 06,55,34,1
4,38.2,27.47,00:47: 06,60,28,1
5,39.07,0.87,00:47: 06,65,17,1
0,40.07,1.0,00:47: 34,70,75,1
16,58.32,18.25,00:47: 34,70,23,1
8,106.83,48.51,00:47: 34,75,34,1
6,107.08,0.25,00:47: 34,80,34,1
4,108.2,1.12,00:47: 35,85,26,1
0,108.95,0.75,00:47: 54,90,57,1
12,129.32,20.37,00:47: 54,90,13,1
7,150.82,21.5,00:48: 42,95,66,1
12,151.07,0.25,00:48: 42,100,66,1
17,151.13,0.06,00:48: 42,100,66,1
7,151.19,0.06,00:48: 42,100,66,1
15,169.07,17.88,00:48: 44,100,29,1
10,216.45,47.38,00:48: 44,100,63,1
1,236.7,20.25,00:48: 44,100,83,1
