Time,Activity Mode,Probability Value,Activity Level
0.17,1,16,50
1.19,0,60,50
2.19,0,66,50
3.19,1,52,55
4.19,1,9,55
5.19,0,98,55
6.19,1,47,55
7.2,0,87,55
8.2,1,6,50
9.2,0,51,50
10.2,0,90,50
11.2,0,85,50
12.2,0,80,50
13.21,0,74,50
14.21,1,10,45
15.21,0,54,45
16.21,1,0,50
17.21,1,11,50
18.21,1,18,50
19.21,0,87,50
20.22,0,85,50
21.22,0,63,45
22.22,1,16,45
23.22,1,31,45
24.22,0,47,45
25.22,1,36,45
26.23,0,94,45
27.23,0,85,40
28.23,1,25,40
29.23,1,3,40
30.23,0,93,40
31.23,0,71,40
32.23,1,14,40
33.24,1,8,35
34.24,1,34,35
35.24,0,37,35
36.24,0,69,35
37.24,0,70,35
38.24,0,49,35
39.25,0,90,30
40.25,0,83,30
41.25,0,37,30
42.25,0,86,30
43.25,0,56,30
44.25,1,24,30
45.26,1,19,25
46.26,0,79,25
47.26,1,11,25
48.26,0,39,25
49.26,0,55,25
50.27,0,51,25
51.27,1,9,20
52.27,0,57,20
53.27,0,44,20
54.27,1,14,20
55.27,1,8,20
56.28,0,77,20
57.28,0,43,15
58.28,0,42,15
59.28,1,9,15
60.28,0,76,15
61.29,0,39,15
62.29,0,20,15
63.29,0,84,20
64.29,0,27,20
65.29,0,68,20
66.29,0,53,20
67.3,0,34,20
68.3,0,72,15
69.3,0,80,15
70.3,0,38,15
71.3,1,6,15
72.3,0,73,15
73.31,0,29,15
74.31,0,70,10
75.31,0,40,10
76.31,1,3,10
77.31,1,1,10
78.31,0,17,10
79.32,0,42,10
80.32,0,84,15
81.32,0,97,25
82.32,0,39,25
83.32,0,91,25
84.33,0,44,25
85.33,0,68,25
86.33,1,8,20
87.33,0,55,20
88.33,0,54,20
89.33,0,58,20
90.33,0,32,20
91.34,0,39,20
92.34,0,70,15
93.34,0,80,15
94.34,0,79,15
95.34,0,83,15
96.34,0,57,15
97.34,0,60,15
98.35,0,11,10
99.35,0,98,10
100.35,0,36,10
101.35,0,67,10
102.35,0,28,10
103.35,0,39,10
104.35,0,32,5
105.35,0,66,5
106.36,0,33,5
107.36,0,29,5
108.36,0,52,5
109.36,0,88,5
110.36,0,63,0
111.36,0,62,0
112.37,0,95,0
113.37,0,22,0
114.37,0,79,0
115.37,0,61,0
116.37,0,21,0
117.37,0,46,0
118.38,0,42,0
119.38,0,99,0
120.38,0,56,0
121.38,0,30,0
122.38,0,75,0
123.38,0,90,0
124.39,0,20,0
125.39,0,96,0
126.39,0,59,0
127.39,0,53,0
128.39,0,71,0
129.39,0,6,0
130.39,0,8,0
131.4,0,35,0
132.4,0,49,0
133.4,0,96,0
134.4,0,70,0
135.4,0,54,0
136.4,0,57,0
137.4,0,46,0
138.41,0,38,0
139.41,0,9,0
140.41,0,59,0
141.41,0,85,0
142.41,0,7,0
143.41,0,17,0
144.42,0,14,0
145.42,0,16,0
146.42,0,60,0
147.42,0,48,0
148.42,0,90,0
149.43,0,3,0
150.43,0,39,0
151.43,0,5,0
152.43,0,31,0
153.43,0,29,0
154.43,0,3,0
155.43,0,90,0
156.44,0,18,15
157.44,0,36,15
158.44,0,69,15
159.45,1,7,15
160.45,0,67,15
161.45,0,53,10
162.45,1,0,10
163.45,1,4,10
164.45,0,86,10
165.45,0,11,10
166.46,0,16,10
167.46,0,63,5
168.46,0,42,5
169.46,0,39,5
170.46,0,28,5
171.46,0,82,5
172.47,0,30,5
173.47,0,45,0
174.47,0,95,0
175.47,0,53,0
176.47,0,61,0
177.47,0,2,0
178.47,0,2,0
179.48,0,6,0
180.48,0,84,0
181.48,0,58,0
182.48,0,4,0
183.48,0,16,0
184.48,0,26,0
185.49,0,38,0
186.49,0,53,0
187.49,0,12,0
188.49,0,27,0
189.49,0,18,0
190.49,0,25,0
191.5,0,24,0
192.5,0,6,0
193.5,0,50,0
194.5,0,81,0
195.5,0,6,0
196.5,0,79,0
197.51,0,91,0
198.51,0,18,0
199.51,0,98,0
200.51,0,79,0
201.51,0,34,0
202.51,0,54,0
203.52,0,46,0
204.52,0,64,0
205.52,0,64,0
206.52,0,7,0
207.53,0,34,0
208.53,0,66,0
209.53,0,44,0
210.53,0,20,0
211.53,0,49,0
212.53,0,40,0
213.54,1,3,5
214.54,0,35,5
215.54,0,84,5
216.54,0,82,5
217.54,0,82,5
218.54,0,93,0
219.55,0,33,0
220.55,0,92,0
221.55,0,30,0
222.55,0,81,0
223.55,0,24,0
224.55,0,47,0
225.55,0,51,0
226.56,0,29,0
227.56,0,45,0
228.56,0,37,0
229.56,0,56,0
230.56,0,30,0
231.56,0,86,0
232.57,0,95,0
233.57,0,11,0
234.57,0,4,0
235.57,0,33,0
236.57,0,69,0
237.57,0,23,0
238.57,0,57,0
239.58,0,100,0
240.58,0,83,0
241.58,0,28,0
242.58,0,7,0
243.58,0,31,0
244.59,0,17,0
245.59,0,42,0
246.59,0,73,0
247.59,0,90,0
248.59,0,64,0
249.59,0,96,0
250.6,0,29,0
251.6,0,74,0
252.6,0,87,0
253.6,0,2,0
254.6,0,26,0
255.6,0,50,0
256.6,0,96,0
257.61,0,56,0
258.61,0,13,0
259.61,0,100,0
260.61,0,42,5
261.61,0,52,10
262.61,0,19,10
263.62,0,53,10
264.62,0,57,10
265.62,0,50,10
266.62,0,60,5
267.62,0,92,5
268.62,0,55,5
269.63,1,1,5
270.63,0,66,5
271.63,0,46,5
272.63,0,13,0
273.63,0,87,0
274.63,0,37,0
275.63,0,63,0
276.63,0,83,0
277.64,0,20,0
278.64,0,32,5
279.64,1,3,5
280.64,0,67,5
281.64,0,25,5
282.64,0,87,5
283.65,0,8,5
284.65,0,12,0
285.65,0,3,0
286.65,0,89,0
287.65,0,30,0
288.65,0,55,0
289.65,0,11,0
290.66,0,17,0
291.66,0,24,0
292.66,0,18,0
293.66,0,6,0
294.66,0,50,0
295.66,0,37,0
296.67,0,53,0
297.67,0,1,0
298.67,0,75,0
299.67,0,40,0
300.68,0,6,0
301.68,0,1,0
302.68,0,9,0
303.68,0,15,0
304.68,0,39,0
305.68,0,29,0
306.69,0,43,0
307.69,0,17,0
308.69,0,65,0
309.69,0,90,0
310.69,0,51,0
311.7,0,20,0
312.7,0,47,0
313.7,0,14,0
314.7,0,24,0
315.7,0,51,0
316.71,0,91,0
317.71,0,48,0
318.71,0,87,0
319.71,0,24,0
320.71,0,95,0
321.71,0,64,0
322.71,0,58,0
323.72,0,44,0
324.72,0,45,0
325.72,0,96,0
326.72,0,15,0
327.72,0,87,0
328.72,0,30,0
329.72,0,13,0
330.72,0,5,0
331.73,0,73,0
332.73,0,95,0
333.73,0,26,0
334.73,0,48,0
335.73,0,25,0
336.73,0,74,5
337.73,0,11,5
338.74,0,45,5
339.74,0,77,5
340.74,0,35,5
341.74,0,1,0
342.75,1,0,0
343.75,0,64,0
344.75,0,24,0
345.75,0,86,0
346.75,0,52,0
347.75,0,26,0
348.75,0,88,0
349.76,0,69,0
350.76,0,9,0
351.76,0,87,0
352.76,0,15,0
353.76,0,36,0
354.76,0,10,0
355.77,0,80,0
356.77,0,85,0
357.77,0,9,5
358.77,0,92,5
359.77,0,97,5
360.77,0,12,5
361.78,0,14,5
362.78,0,56,0
363.78,0,68,0
364.78,0,2,0
365.78,0,32,0
366.78,0,55,0
367.78,0,68,0
368.79,0,4,0
369.79,0,71,0
370.79,0,13,0
371.79,0,12,0
372.79,0,72,0
373.79,0,37,0
374.8,0,75,0
375.8,0,23,0
376.8,0,35,0
377.8,0,35,0
378.8,0,41,0
379.8,0,98,0
380.81,0,88,0
381.81,1,0,0
382.81,0,90,0
383.81,0,9,0
384.81,0,98,0
385.81,0,54,0
386.82,0,42,0
387.82,0,84,0
388.82,0,89,0
389.82,0,30,0
390.82,0,58,0
391.82,0,68,0
392.82,0,46,0
393.83,0,20,0
394.83,0,42,0
395.83,0,69,0
396.83,0,6,0
397.83,0,18,0
398.83,0,8,0
399.83,0,80,0
400.83,0,39,0
401.84,0,97,0
402.84,0,11,0
403.84,0,50,0
404.84,0,29,0
