ID,Time,Timesince,Min Velocity,Max Velocity,State
0,5.53,0,0,0,0
2,29.78,24.25,0,0,0
4,63.65,33.87,0,0,0
16,68.78,5.13,0,0,0
9,104.41,35.63,0,0,0
8,130.15,25.74,0,0,0
13,148.28,18.13,0,0,0
29,149.03,0.75,0,0,0
14,184.28,35.25,0,0,0
12,188.53,4.25,0,0,0
15,232.28,43.75,0,0,0
240,232.65,0.37,0,0,0
17,271.16,38.51,0,0,0
21,295.4,24.24,0,0,0
10,314.9,19.5,0,0,0
