ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
16,2.72,0,22:47: 13,50,66,0
4,15.22,12.5,22:47: 13,45,54,0
5,16.09,0.87,22:47: 26,45,54,0
8,62.6,46.51,22:47: 26,15,20,0
6,62.72,0.12,22:47: 26,15,20,0
7,79.84,17.12,22:47: 26,10,42,0
12,79.97,0.13,22:48: 13,10,42,0
7,80.34,0.37,22:48: 13,15,84,0
14,80.6,0.26,22:48: 13,20,84,0
10,136.47,55.87,22:48: 13,0,57,0
1,154.59,18.12,22:48: 30,0,3,0
16,155.59,1.0,22:48: 30,0,90,0
1,155.72,0.13,22:48: 30,5,90,0
16,156.09,0.37,22:48: 30,10,90,0
12,188.72,32.63,22:48: 31,0,27,0
4,211.23,22.51,22:48: 31,0,20,0
5,212.47,1.24,22:48: 31,0,40,0
6,259.84,47.37,22:48: 31,0,100,0
8,260.34,0.5,22:49: 27,0,100,0
6,260.73,0.39,22:49: 27,5,42,0
12,277.72,16.99,22:49: 45,0,20,0
7,278.47,0.75,22:49: 45,0,20,0
0,287.72,9.25,22:49: 46,0,30,0
15,305.59,17.87,22:49: 46,0,39,0
17,327.59,22.0,22:49: 46,0,15,0
10,335.97,8.38,22:49: 46,0,25,0
4,336.22,0.25,22:49: 46,0,25,0
16,354.47,18.25,22:49: 46,0,36,0
1,356.84,2.37,22:50: 19,0,85,0
