ID,Time,Timesince,ROS Time,beHave Val,State
4,41.13,0,14:20: 02,0,1
9,59.88,18.75,14:20: 02,0,1
0,61.25,1.37,14:20: 20,0,1
13,82.5,21.25,14:20: 20,0,1
12,100.0,17.5,14:20: 22,0,1
15,125.12,25.12,14:20: 43,0,1
17,145.12,20.0,14:20: 43,0,1
10,153.25,8.13,14:21: 00,0,1
1,162.25,9.0,14:21: 00,0,1
