ID,Time,Timesince,Min Velocity,Max Velocity,State
0,6.8,0,0,0,0
2,16.42,9.62,0,0,0
8,31.93,15.51,0,0,0
9,34.31,2.38,0,0,0
1,48.81,14.5,0,0,0
6,51.18,2.37,0,0,0
255,67.06,15.88,0,0,0
144,71.81,4.75,0,0,0
10,357.95,286.14,0,0,0
4,367.3,9.35,0,0,0
80,369.93,2.63,0,0,0
