ID,Time,Timesince,ROS Time,Max Velocity,State
16,23.66,0,18:26: 20,0,1
5,39.54,15.88,18:26: 20,0,2
4,50.67,11.13,18:26: 36,0,2
3,68.66,17.99,18:26: 36,0,2
9,101.17,32.51,18:26: 47,0,2
8,109.17,8.0,18:26: 47,0,2
13,125.29,16.12,18:27: 05,0,2
14,141.67,16.38,18:27: 05,0,2
12,146.92,5.25,18:27: 37,0,1
17,161.66,14.74,18:27: 37,0,2
15,187.04,25.38,18:27: 45,0,2
10,217.91,30.87,18:27: 45,0,2
1,227.16,9.25,18:28: 02,0,2
6,227.66,0.5,18:28: 02,0,1
