Time,Activity Mode,Probability Value,Activity Level
136.38,0,93,40
137.39,1,35,40
138.39,0,60,40
139.39,1,24,40
140.39,1,18,40
141.39,0,97,40
142.39,0,68,40
143.39,0,71,40
144.4,0,57,40
145.4,1,19,35
146.4,1,20,35
147.4,0,66,35
148.4,1,21,35
149.4,0,47,35
150.4,1,22,35
151.41,1,1,40
152.41,0,44,40
153.41,0,100,40
154.41,0,81,40
155.41,1,1,40
156.41,0,45,40
157.41,1,6,40
158.41,0,87,40
159.42,0,92,40
160.42,1,11,35
161.42,1,7,35
162.42,0,66,35
163.42,1,29,35
164.42,0,41,35
165.43,0,57,35
166.43,0,78,35
167.43,0,93,35
168.43,1,12,35
169.43,1,32,35
170.43,0,64,30
171.43,0,48,30
172.44,0,87,30
173.44,0,62,30
174.44,0,77,30
175.44,1,16,40
176.44,0,75,40
177.44,0,93,40
178.45,0,68,40
179.45,1,3,40
180.45,0,52,40
181.45,1,10,40
182.45,1,10,40
183.45,0,81,40
184.45,0,38,35
185.45,0,68,35
186.46,0,54,35
187.46,0,39,35
188.46,0,50,35
189.46,1,25,35
190.46,0,63,35
191.47,0,82,35
192.47,0,54,35
193.47,0,58,35
194.47,0,36,30
195.47,0,59,30
196.47,0,41,30
197.47,1,2,30
198.48,0,43,30
199.48,0,86,30
200.48,0,94,30
201.48,0,33,30
202.48,0,64,30
203.48,1,9,30
204.48,0,82,25
205.49,0,34,25
206.49,0,46,25
207.49,0,34,25
208.49,0,60,25
209.49,0,56,25
210.49,0,100,25
211.49,1,19,25
212.49,1,3,25
213.5,0,68,25
214.5,0,83,20
215.5,1,15,20
216.5,0,99,20
217.5,0,78,20
218.5,0,44,20
219.5,0,45,20
220.51,1,7,20
221.51,0,55,20
222.51,0,24,20
223.51,1,1,20
224.51,0,51,15
225.51,0,78,15
226.51,0,39,15
227.52,0,64,15
228.52,0,56,15
229.52,0,37,15
230.52,1,14,15
231.52,0,100,15
232.52,0,84,15
233.53,0,89,15
234.53,0,51,10
235.53,0,23,10
236.53,1,12,20
237.53,0,81,20
238.53,0,93,20
239.53,1,21,25
240.53,1,10,25
241.54,0,37,25
242.54,1,8,25
243.54,1,25,25
244.54,1,17,25
245.54,0,88,25
246.54,0,96,25
247.54,0,53,25
248.55,0,61,20
249.55,0,35,20
250.55,0,23,20
251.55,0,41,20
252.55,0,61,20
253.55,0,80,20
254.55,1,15,20
255.55,1,9,20
256.56,1,11,20
257.56,0,61,20
258.56,0,68,15
259.56,0,71,15
260.56,0,100,15
261.56,0,27,15
262.57,0,66,15
263.57,0,75,15
264.57,0,83,15
265.57,0,79,15
266.57,0,68,15
267.57,0,98,15
268.57,0,30,10
269.58,0,90,10
270.58,0,100,10
271.58,0,42,10
272.58,0,15,10
273.58,0,46,10
274.58,1,2,10
275.59,1,5,10
276.59,0,65,10
277.59,1,5,10
278.59,0,94,5
279.59,0,83,5
280.59,0,98,5
281.6,0,50,5
282.6,0,63,5
283.6,0,58,5
284.6,0,59,5
285.6,0,25,5
286.6,0,34,5
287.6,0,79,5
288.61,0,15,10
289.61,0,94,10
290.61,1,6,10
291.61,0,29,10
292.61,0,56,10
293.61,0,45,10
294.61,0,88,10
295.62,0,73,10
296.62,1,10,10
297.62,0,93,5
298.62,0,75,5
299.62,0,94,5
300.62,0,96,5
301.63,0,69,5
302.63,0,71,5
303.63,0,65,5
304.63,0,75,5
305.63,0,41,5
306.63,0,66,5
307.64,0,48,0
308.64,0,42,0
309.64,0,12,0
310.64,0,84,0
311.64,0,68,0
312.65,0,61,0
313.65,0,61,0
314.65,0,12,0
315.65,0,11,0
316.65,0,86,0
317.65,0,59,0
318.65,0,97,0
319.65,0,16,0
320.66,0,39,0
321.66,0,4,0
322.66,0,17,0
323.66,0,75,0
324.66,0,85,0
325.66,0,11,0
326.67,0,96,0
327.67,0,42,0
328.67,0,23,0
329.67,0,32,0
330.67,0,69,0
331.67,0,2,0
332.67,0,37,0
333.67,0,7,5
334.68,0,47,5
335.68,0,37,10
336.68,0,67,10
337.68,0,35,20
338.68,0,79,20
339.68,0,68,20
340.69,0,31,20
341.69,0,62,20
342.69,0,96,20
343.69,0,46,20
344.69,1,11,20
345.69,0,53,20
346.69,0,22,15
347.7,0,77,15
348.7,0,43,15
349.7,0,29,15
350.7,0,85,15
351.7,1,7,15
352.7,1,4,15
353.7,0,61,15
354.71,0,72,15
355.71,0,29,15
356.71,0,59,10
357.71,0,13,10
358.71,0,20,10
359.71,0,35,10
360.71,0,42,10
361.72,0,87,10
362.72,0,57,10
363.72,0,64,10
364.72,0,82,10
365.72,0,93,10
366.72,0,21,5
367.72,0,26,5
368.73,0,97,5
369.73,0,59,5
370.73,0,80,5
371.73,0,99,5
372.73,0,49,5
373.74,0,25,5
374.74,0,76,5
375.74,0,99,5
376.74,0,81,0
377.74,0,35,0
378.74,0,100,0
379.74,0,97,0
380.75,0,71,0
381.75,0,31,0
382.75,0,68,0
383.75,0,69,0
384.75,0,75,0
385.75,0,3,0
386.76,0,56,0
387.76,0,99,0
388.76,0,22,0
389.76,0,3,0
390.76,0,81,0
391.77,0,43,0
392.77,0,32,0
393.77,0,55,0
394.77,0,68,0
395.77,0,3,0
396.77,0,3,0
397.77,0,63,0
398.78,0,26,0
399.78,0,91,0
400.78,0,71,0
401.78,0,87,0
402.78,0,62,0
403.79,0,85,0
404.79,0,53,0
405.79,0,21,0
406.79,0,27,0
407.79,0,17,0
408.79,0,58,0
409.79,0,6,0
410.8,0,21,0
411.8,0,94,5
412.8,0,97,5
413.8,0,26,5
414.8,0,18,5
415.8,0,21,5
416.81,0,22,5
417.81,0,88,5
418.81,0,25,5
419.81,0,88,5
420.81,0,3,0
421.81,0,50,0
422.81,0,59,0
423.82,0,79,0
424.82,0,43,0
425.82,0,81,0
426.82,0,9,0
427.82,0,29,0
428.82,0,40,0
429.82,0,55,0
430.83,0,9,0
431.83,0,44,0
432.83,0,17,0
433.83,1,0,0
434.83,0,17,0
435.83,0,79,0
436.83,0,96,0
437.84,0,14,0
438.85,0,23,0
439.85,0,35,0
440.85,0,24,0
441.85,0,27,0
442.85,0,59,0
443.85,0,80,0
444.86,0,65,0
445.86,0,2,0
446.86,0,5,0
447.86,0,15,0
448.86,0,8,0
449.87,0,76,0
450.87,0,61,0
451.87,0,74,0
452.87,0,77,0
453.87,0,96,0
454.87,0,57,0
455.87,0,18,0
456.88,0,43,0
457.88,0,87,0
458.88,0,27,0
459.88,0,70,0
460.88,0,55,0
461.88,0,7,0
462.88,0,90,0
463.89,0,67,0
464.89,0,93,0
465.89,0,76,0
466.89,0,84,0
467.89,0,31,0
468.9,0,26,0
469.9,0,42,0
470.9,0,59,0
471.9,0,32,0
472.9,0,41,0
473.9,0,45,0
474.91,0,68,0
475.91,0,21,0
476.91,0,37,5
477.91,0,15,5
478.91,1,2,5
479.92,0,10,5
480.92,0,46,10
481.92,0,64,10
482.92,0,72,10
483.92,0,50,10
484.92,0,69,10
485.93,0,80,10
486.93,1,7,10
487.93,0,29,10
488.93,0,63,10
489.93,0,60,10
490.93,0,37,5
491.93,0,40,5
492.93,0,84,5
493.94,0,54,5
494.94,0,99,5
495.94,0,19,5
496.94,0,11,5
497.94,0,23,5
498.95,0,53,5
499.95,0,16,5
500.95,0,100,0
501.95,0,34,0
502.95,0,62,0
503.95,0,13,0
504.96,0,85,0
505.96,0,61,0
506.96,0,42,0
507.96,0,48,0
508.96,0,90,0
509.97,0,37,0
510.97,0,92,0
511.97,0,6,0
512.97,0,76,0
513.97,0,38,0
514.97,0,62,0
515.98,0,78,0
516.98,0,33,0
517.98,0,21,0
518.98,0,41,0
519.98,0,24,0
520.98,0,44,0
521.99,1,4,5
522.99,0,60,10
523.99,0,22,10
524.99,0,24,10
525.99,0,99,10
526.99,0,47,10
527.99,0,25,10
529.0,0,74,10
530.0,0,67,10
531.0,1,5,10
532.0,0,93,5
533.0,0,59,5
534.0,0,17,5
535.01,0,86,5
536.01,0,13,5
537.01,0,64,5
538.01,0,8,5
539.01,0,23,5
540.02,0,51,5
541.02,0,53,5
542.02,0,26,0
543.02,0,31,0
544.02,0,37,0
545.02,0,44,0
546.03,0,80,0
547.03,0,24,0
548.03,0,17,0
549.03,0,39,0
550.03,0,55,0
551.03,0,61,0
552.03,0,35,0
553.04,0,23,0
554.04,0,61,0
555.04,0,48,0
556.04,0,28,0
557.04,0,95,0
558.04,0,52,0
559.05,0,21,0
560.05,0,99,0
561.05,0,11,0
562.05,0,46,0
563.05,0,87,0
564.05,0,81,0
565.06,0,87,0
566.06,0,24,0
567.06,0,71,0
568.06,0,7,0
569.06,0,60,0
570.06,0,4,0
571.06,0,26,0
572.07,0,79,0
573.07,0,72,0
574.07,0,57,0
575.07,0,58,0
576.07,0,66,0
577.07,0,85,0
578.07,0,17,0
579.08,0,60,0
580.08,0,68,0
581.08,0,100,0
582.08,0,36,0
583.08,0,27,0
584.08,0,79,0
585.08,0,71,0
586.09,0,75,0
587.09,0,39,0
588.09,0,90,0
589.09,0,48,0
590.09,0,88,0
591.1,0,61,0
592.1,0,85,0
593.1,0,96,0
594.1,0,67,0
595.1,0,86,0
596.1,0,78,0
597.1,0,13,0
598.11,0,70,0
599.11,0,10,5
600.11,0,44,5
601.11,0,9,5
602.11,1,4,5
603.11,0,46,5
604.12,0,68,5
605.12,0,24,5
606.12,0,73,5
607.12,1,5,5
608.12,0,76,0
609.12,0,51,0
610.12,0,55,0
611.13,0,3,0
612.13,0,52,0
613.13,0,68,0
614.13,0,23,0
615.13,0,91,0
616.13,0,91,0
617.14,0,84,0
618.14,0,57,0
619.14,0,23,0
620.14,0,31,0
621.14,0,70,0
622.15,0,6,0
623.15,0,21,0
624.15,0,97,0
625.15,0,74,0
626.15,0,89,0
627.15,0,83,0
628.15,0,47,0
629.16,0,76,0
630.16,0,52,0
631.16,0,27,0
632.16,0,79,0
633.16,0,69,0
634.16,0,5,0
635.17,0,43,0
636.17,0,57,0
637.17,0,13,0
638.17,0,39,0
639.17,0,39,0
640.17,0,14,0
641.17,0,39,0
642.18,0,35,0
643.18,0,27,0
644.18,0,55,0
645.18,0,66,0
646.18,0,45,0
647.18,0,72,0
648.19,0,42,0
649.19,0,74,0
650.19,0,96,0
651.19,0,44,0
652.19,0,99,0
