Time,Activity Mode,Probability Value,Activity Level
0.18,1,5,50
1.19,1,22,50
2.19,0,77,50
3.19,0,68,50
4.19,1,43,50
5.19,1,21,50
6.19,0,98,50
7.19,1,23,50
8.19,0,97,50
9.2,0,79,50
10.2,1,0,45
11.2,1,24,45
12.2,0,71,50
13.2,1,47,50
14.2,0,68,50
15.2,1,16,50
16.21,1,0,50
17.21,0,83,50
18.21,1,32,50
19.21,1,34,50
20.21,1,45,50
21.21,1,2,45
22.22,1,12,45
23.22,1,30,45
24.22,0,81,45
25.22,1,42,45
26.22,0,85,45
27.22,1,38,45
28.23,1,27,45
29.23,0,49,45
30.23,0,71,45
31.23,1,25,40
32.23,0,71,40
33.23,0,94,40
34.23,0,61,40
35.23,1,22,45
36.24,1,38,45
37.24,1,11,45
38.24,1,41,45
39.24,0,61,45
40.24,1,0,45
41.24,0,58,45
42.25,0,73,45
43.25,1,36,45
44.25,1,39,40
45.25,0,82,40
46.25,0,83,40
47.25,0,66,40
48.25,0,90,40
49.26,0,83,40
50.26,1,33,40
51.26,0,69,40
52.26,0,74,40
53.26,0,91,40
54.26,1,13,35
55.26,0,85,35
56.27,0,68,35
57.27,0,98,35
58.27,0,98,35
59.27,1,29,35
60.27,1,11,35
61.27,1,1,35
62.27,0,81,35
63.27,0,89,35
64.28,0,77,30
65.28,0,49,30
66.28,0,44,30
67.28,0,38,30
68.28,0,54,30
69.28,0,80,30
70.29,0,47,30
71.29,1,11,30
72.29,0,75,30
73.29,0,34,30
74.29,1,19,25
75.29,1,12,25
76.29,0,47,25
77.3,1,7,25
78.3,0,54,25
79.3,1,9,25
80.3,0,48,25
81.3,1,20,25
82.3,1,5,25
83.3,0,47,25
84.31,0,81,20
85.31,1,10,20
86.31,0,51,20
87.31,0,66,20
88.31,1,6,20
89.31,0,97,20
90.31,0,23,20
91.32,0,56,20
92.32,1,5,20
93.32,1,17,20
94.32,0,18,15
95.32,1,0,15
96.33,0,90,20
97.33,0,38,20
98.33,0,46,20
99.33,0,33,20
100.33,0,99,20
101.33,0,100,20
102.33,0,58,20
103.33,0,81,20
104.34,0,84,20
105.34,0,95,15
106.34,0,49,15
107.34,0,60,15
108.34,0,53,15
109.34,0,70,15
110.34,0,55,15
111.35,0,76,15
112.35,0,78,25
113.35,1,18,25
114.35,1,7,25
115.35,1,18,25
116.35,0,59,25
117.35,0,99,25
118.36,1,20,25
119.36,0,72,25
120.36,0,76,25
121.36,0,24,20
122.36,0,61,20
123.36,0,31,20
124.37,1,7,20
125.37,0,71,20
126.37,0,58,20
127.37,0,26,20
128.37,0,81,20
129.37,1,13,20
130.37,0,73,20
131.38,0,56,15
132.38,0,73,15
133.38,0,39,35
134.38,1,10,35
135.38,0,49,35
