ID,Time,Timesince,Min Velocity,Max Velocity,State
2,13.48,0,0,0,0
16,24.48,11.0,0,0,0
5,35.48,11.0,0,0,0
4,47.23,11.75,0,0,0
9,73.89,26.66,0,0,0
7,90.86,16.97,0,0,0
0,117.36,26.5,0,0,0
13,123.86,6.5,0,0,0
144,153.48,29.62,0,0,0
12,154.86,1.38,0,0,0
