Time,Activity Mode,Probability Value,Activity Level
244.61,0,66,0
245.61,0,75,0
246.61,0,57,0
247.61,0,93,0
248.61,0,31,0
249.61,0,76,0
250.62,0,49,0
251.62,0,83,0
252.62,0,9,0
253.62,0,45,0
254.62,0,35,0
255.62,0,12,0
256.62,0,43,0
257.62,0,83,0
258.63,0,29,0
259.63,0,57,0
260.63,0,91,0
261.63,0,92,0
262.63,0,84,0
263.64,0,43,0
264.64,0,7,0
265.64,0,96,0
266.64,0,37,0
267.64,0,15,5
268.64,1,10,15
269.65,0,61,15
270.65,1,5,15
271.65,0,80,15
272.65,0,39,15
273.65,0,52,10
274.65,0,16,10
275.66,0,84,10
276.66,0,90,10
277.66,0,80,10
278.66,0,19,10
279.66,0,30,5
280.66,0,47,5
281.67,0,57,5
282.67,0,20,5
283.67,0,94,10
284.67,0,46,10
285.67,0,93,10
286.67,0,36,10
287.68,1,3,10
288.68,0,52,10
289.68,0,71,5
290.68,0,74,5
291.68,0,65,5
292.68,0,26,5
293.68,0,27,5
294.69,0,13,5
295.69,0,78,0
296.69,0,95,0
297.69,0,98,0
298.69,0,80,0
299.69,0,68,0
300.69,0,95,0
301.7,0,29,0
302.7,0,3,0
303.7,0,1,0
304.7,0,14,0
305.7,0,69,0
306.7,0,53,0
307.7,0,79,0
308.71,0,24,0
309.71,0,36,0
310.71,0,12,0
311.71,0,58,0
312.71,0,11,0
313.71,0,26,0
314.71,0,33,0
315.72,0,91,0
316.72,0,69,0
317.72,0,44,0
318.72,0,24,0
319.72,0,19,0
320.72,0,90,0
321.72,0,38,0
322.73,0,100,0
323.73,0,88,0
324.73,0,100,0
325.73,0,37,0
326.73,0,53,0
327.74,0,2,0
328.74,0,77,0
329.74,0,37,0
330.74,0,20,0
331.74,0,84,0
332.74,0,47,0
333.75,0,22,0
334.75,0,62,0
335.75,0,59,0
336.75,0,31,0
337.75,0,67,0
338.75,0,88,0
339.75,0,18,0
340.76,0,19,0
341.76,0,56,5
342.76,0,94,5
343.76,0,33,5
344.76,0,17,5
345.76,0,85,5
346.77,0,50,5
347.77,0,20,0
348.77,0,58,0
349.77,0,10,0
350.77,0,37,0
351.77,0,9,0
352.77,0,37,0
353.78,0,12,0
354.78,0,31,0
355.78,0,28,0
356.78,0,14,0
357.78,0,92,0
358.78,0,53,0
359.79,0,46,0
360.79,0,81,0
361.79,0,56,0
362.79,0,23,0
363.79,0,34,0
364.79,0,22,0
365.8,0,56,0
366.8,0,36,0
367.8,0,25,0
368.8,0,54,0
369.8,0,85,0
370.8,0,64,0
371.81,0,47,0
372.81,0,53,0
373.81,0,97,0
374.81,0,80,0
375.81,0,22,0
376.81,0,36,0
377.82,0,62,0
378.82,0,66,0
379.82,0,15,0
380.82,0,91,0
381.82,0,65,0
382.82,0,82,0
383.82,0,42,0
384.83,0,16,0
385.83,0,4,0
386.83,0,32,0
387.83,0,8,0
388.83,0,96,0
389.83,0,76,0
390.83,0,83,0
391.84,0,92,0
392.84,0,40,0
393.84,0,40,0
394.84,0,65,0
395.84,0,72,0
396.84,0,59,0
