ID,Time,Timesince,Min Velocity,Max Velocity,State
0,13.78,0,0,0,0
2,24.03,10.25,0,0,0
3,39.27,15.24,0,0,0
5,45.52,6.25,0,0,0
4,56.77,11.25,0,0,0
16,86.28,29.51,0,0,0
9,101.65,15.37,0,0,0
144,109.65,8.0,0,0,0
13,125.28,15.63,0,0,0
141,126.78,1.5,0,0,0
