ID,Time,Timesince,ROS Time,Max Velocity,State
3,13.29,0,14:23: 26,0,1
4,30.53,17.24,14:23: 26,0,2
9,49.53,19.0,14:23: 43,0,2
13,67.78,18.25,14:23: 43,0,2
12,98.53,30.75,14:24: 02,0,2
16,106.4,7.87,14:24: 02,0,2
17,109.03,2.63,14:24: 20,0,1
