ID,Time,Timesince,ROS Time,Behave Val,Random No,State
3,16.27,0,16:20: 08,50,33,1
8,19.02,2.75,16:20: 08,55,87,2
4,21.77,2.75,16:20: 11,60,60,2
5,24.14,2.37,16:20: 11,65,60,2
7,27.27,3.13,16:20: 14,70,21,1
0,67.77,40.5,16:20: 14,75,5,2
8,90.27,22.5,16:20: 16,75,87,1
7,95.02,4.75,16:20: 16,70,61,1
14,95.15,0.13,16:20: 19,75,61,1
3,102.52,7.37,16:20: 19,80,60,1
