ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
2,9.11,0,20:49: 49,45,50,0
4,33.36,24.25,20:49: 49,30,73,0
0,34.36,1.0,20:50: 13,30,27,0
5,35.19,0.83,20:50: 13,30,27,0
16,50.86,15.67,20:50: 14,25,82,0
8,96.86,46.0,20:50: 15,0,82,0
6,97.23,0.37,20:50: 15,0,82,0
3,97.59,0.36,20:50: 33,5,8,0
8,97.89,0.3,20:50: 33,10,8,0
12,112.61,14.72,20:51: 17,5,78,0
4,113.99,1.38,20:51: 17,5,14,0
7,115.59,1.6,20:51: 17,10,35,0
12,116.16,0.57,20:51: 17,15,35,0
7,116.58,0.42,20:51: 17,20,69,0
5,124.98,8.4,20:51: 17,20,46,0
17,139.86,14.88,20:51: 18,10,49,0
15,148.48,8.62,20:51: 18,0,82,0
10,183.11,34.63,20:51: 33,0,32,0
12,184.37,1.26,20:51: 33,0,27,0
10,184.61,0.24,20:51: 34,5,91,0
16,205.99,21.38,20:51: 35,0,67,0
1,207.48,1.49,20:51: 35,0,42,0
6,207.61,0.13,20:51: 36,5,74,0
2,253.36,45.75,20:51: 36,0,78,0
4,275.86,22.5,20:51: 36,0,6,0
5,276.61,0.75,20:51: 36,0,17,0
0,278.36,1.75,20:51: 36,5,15,0
8,310.11,31.75,20:51: 45,0,72,0
6,327.11,17.0,20:51: 45,0,32,0
9,335.49,8.38,20:52: 00,0,71,0
7,344.61,9.12,20:52: 00,0,89,0
12,344.86,0.25,20:52: 08,0,70,0
0,344.99,0.13,20:52: 08,5,70,0
17,361.23,16.24,20:52: 43,0,15,0
15,393.61,32.38,20:52: 43,0,99,0
16,400.73,7.12,20:52: 44,0,76,0
17,401.23,0.5,20:52: 44,0,73,0
10,410.24,9.01,20:52: 44,0,35,0
16,428.24,18.0,20:52: 44,0,2,0
1,430.86,2.62,20:53: 06,0,41,0
0,432.11,1.25,20:53: 06,0,99,0
4,491.36,59.25,20:53: 07,0,3,0
5,491.99,0.63,20:53: 07,0,16,0
4,492.11,0.12,20:53: 07,5,16,0
0,492.19,0.08,20:53: 07,10,16,0
8,539.99,47.8,20:53: 53,0,90,0
6,569.74,29.75,20:53: 53,0,18,0
7,589.49,19.75,20:54: 16,0,96,0
14,589.99,0.5,20:54: 16,0,96,0
12,590.11,0.12,20:54: 16,5,10,0
7,590.19,0.08,20:54: 16,10,10,0
0,590.36,0.17,20:54: 18,15,10,0
15,594.49,4.13,20:54: 50,15,46,0
17,616.36,21.87,20:54: 50,0,66,0
7,616.43,0.07,20:55: 07,0,66,0
17,616.49,0.06,20:55: 07,5,66,0
12,616.61,0.12,20:55: 15,10,66,0
15,626.98,10.37,20:55: 15,10,13,0
10,667.11,40.13,20:55: 24,0,4,0
9,668.61,1.5,20:55: 24,0,12,0
10,668.86,0.25,20:55: 25,5,12,0
1,690.23,21.37,20:55: 25,0,4,0
16,690.74,0.51,20:55: 25,0,4,0
4,752.61,61.87,20:55: 41,0,60,0
5,753.48,0.87,20:55: 41,0,92,0
0,753.98,0.5,20:56: 13,5,92,0
4,754.11,0.13,20:56: 13,5,92,0
5,754.23,0.12,20:56: 21,10,92,0
0,756.74,2.51,20:56: 21,15,91,0
16,766.24,9.5,20:56: 21,5,54,1
8,786.86,20.62,20:56: 21,0,99,1
6,808.49,21.63,20:56: 30,0,42,1
8,808.61,0.12,20:56: 30,0,42,0
6,809.11,0.5,20:56: 48,5,42,0
9,810.62,1.51,20:56: 48,10,76,0
12,826.36,15.74,20:56: 51,5,31,0
5,826.61,0.25,20:56: 51,5,50,0
7,827.73,1.12,20:56: 52,10,0,0
12,827.86,0.13,20:57: 51,15,0,0
7,827.92,0.06,20:57: 51,20,0,0
6,834.11,6.19,20:57: 52,20,58,0
4,834.61,0.5,20:57: 52,20,56,0
15,865.11,30.5,20:57: 52,0,49,0
17,865.36,0.25,20:57: 52,0,49,0
7,866.11,0.75,20:57: 52,5,7,0
17,866.24,0.13,20:58: 40,10,7,0
