Time,Activity Mode,Probability Value,Activity Level
0.19,0,60,50
1.21,0,77,50
2.21,1,35,50
3.21,0,97,50
4.22,1,9,50
5.22,0,52,50
6.22,1,8,50
7.22,0,56,50
8.22,0,60,50
9.22,0,54,50
10.22,0,77,45
11.23,0,77,45
12.23,0,52,45
13.23,1,42,45
14.23,0,96,45
15.51,1,29,50
16.51,0,77,50
17.51,0,99,50
18.51,1,40,50
19.51,1,3,50
20.51,0,58,50
21.51,0,57,50
22.52,1,4,50
23.52,1,8,50
24.52,0,68,45
25.52,0,81,45
26.52,0,66,45
27.52,0,52,45
28.52,1,14,45
29.53,1,19,45
30.53,0,61,45
31.53,0,58,45
32.53,0,53,45
33.53,0,100,45
