Time,Activity Mode,Probability Value,Activity Level
0.18,1,14,50
1.2,1,24,50
2.2,0,96,50
3.2,0,100,50
4.2,1,35,50
5.2,1,25,50
6.2,0,100,45
7.21,0,77,45
8.21,0,61,45
9.21,1,15,50
10.21,0,82,50
11.21,0,52,50
12.21,0,69,50
13.21,1,18,50
14.21,0,82,45
15.22,1,29,45
16.22,1,14,45
17.22,1,35,45
18.22,1,8,45
19.22,1,6,45
20.22,0,81,40
21.22,0,69,40
22.23,1,25,40
23.23,1,9,40
24.23,0,92,40
25.23,0,46,40
26.23,0,71,35
27.23,0,94,35
28.23,1,12,35
29.24,1,7,35
30.24,1,11,35
31.24,0,65,35
32.24,1,23,30
33.24,1,22,30
34.24,0,75,30
35.24,0,86,30
36.25,0,33,30
37.25,0,59,30
38.25,1,0,25
39.25,1,25,25
40.25,1,7,25
41.25,1,1,25
42.25,0,98,25
43.26,0,94,25
44.26,0,86,20
45.26,0,65,20
46.26,0,65,20
47.26,0,29,20
48.26,0,51,20
49.27,0,28,20
50.27,0,97,15
51.27,0,84,15
52.27,0,57,15
53.27,0,22,15
54.27,1,7,15
55.27,0,16,15
56.27,0,18,10
57.28,0,90,10
58.28,0,40,10
59.28,0,79,10
60.28,0,88,10
61.28,0,33,15
62.28,1,1,15
63.29,0,44,15
64.29,1,6,15
65.29,0,100,15
66.29,0,84,10
67.29,0,66,10
68.29,0,43,10
69.29,1,2,10
70.29,0,26,10
71.3,1,5,10
72.3,0,97,5
73.3,0,51,5
74.3,0,28,5
75.3,0,68,5
76.3,0,92,5
77.3,0,10,5
78.3,0,64,0
79.31,0,58,0
80.31,0,68,0
81.31,0,29,0
82.31,0,69,0
83.31,0,49,0
84.31,0,3,0
85.31,0,14,0
86.32,0,16,0
87.32,0,86,0
88.32,0,49,0
89.32,0,16,0
90.32,0,49,0
91.32,0,1,0
92.32,0,58,0
93.32,0,29,0
94.33,0,62,0
95.33,0,83,0
96.33,0,99,0
97.33,0,61,0
98.33,0,46,0
99.33,0,65,0
100.34,0,74,0
101.34,0,78,0
102.34,0,45,0
103.34,0,37,0
104.34,0,86,0
105.34,0,1,0
106.34,0,44,0
107.35,0,92,0
108.35,0,29,0
109.35,0,82,0
110.35,0,33,0
111.35,0,88,0
112.35,0,59,0
113.35,0,97,0
114.36,0,84,10
115.36,1,7,10
116.36,0,13,10
117.36,1,2,10
118.36,0,52,10
119.36,0,80,5
120.36,0,15,5
121.36,0,91,5
122.37,0,23,5
123.37,0,49,5
124.37,0,57,5
125.37,0,25,0
126.37,0,23,0
127.37,0,66,0
128.37,0,23,0
129.38,0,2,0
130.38,0,19,0
131.38,0,63,0
132.38,1,0,0
133.38,0,73,0
134.38,0,58,5
135.38,0,41,10
136.39,0,20,10
137.39,0,53,10
138.39,0,31,10
139.39,0,55,10
140.39,0,49,5
141.39,0,94,5
142.4,0,15,5
143.4,0,29,5
144.4,1,1,5
145.4,0,16,5
146.4,0,44,0
147.4,0,23,0
148.4,0,100,0
149.4,0,64,0
150.41,0,43,0
151.41,0,43,0
152.41,0,99,0
153.41,0,27,0
154.41,0,32,0
155.41,0,86,0
156.41,0,2,0
157.41,0,26,0
158.42,0,94,0
159.42,0,41,0
160.42,0,33,0
161.42,0,52,0
162.42,0,63,0
163.42,0,72,0
164.43,0,97,0
165.43,0,40,0
166.43,0,15,0
167.43,0,57,0
168.43,0,70,0
169.43,0,24,0
170.44,0,61,0
171.44,0,95,0
172.44,0,34,0
173.44,0,69,0
174.44,0,91,0
175.44,0,65,0
176.44,0,23,0
177.45,0,96,0
178.45,0,99,0
179.45,0,1,0
180.45,0,75,0
181.45,0,28,0
182.45,0,10,0
183.45,0,75,0
184.46,0,25,0
185.46,0,78,0
186.46,0,67,0
187.46,0,97,0
188.46,0,58,0
189.46,0,85,0
190.47,0,25,0
191.47,0,22,0
192.47,0,40,0
193.47,0,84,0
194.47,0,79,0
195.47,0,30,0
196.47,0,92,0
197.48,0,72,0
198.48,0,28,0
199.48,0,89,0
200.48,0,12,0
201.48,0,98,0
202.48,0,67,0
203.48,0,75,0
204.49,0,51,0
205.49,0,30,5
206.49,0,53,10
207.49,1,8,10
208.49,0,81,10
209.49,0,97,10
210.49,0,21,10
211.5,0,56,10
212.5,0,16,5
213.5,0,81,5
214.5,0,54,5
215.5,1,2,5
216.5,0,58,5
217.5,0,42,5
218.51,0,27,0
219.51,0,90,0
220.51,0,46,0
221.51,0,96,0
222.51,0,60,0
223.51,0,36,0
224.52,0,59,0
225.52,0,35,0
226.52,0,76,0
227.52,0,26,10
228.52,0,55,10
229.52,0,54,10
230.52,0,86,10
231.53,0,46,10
232.53,0,89,5
233.53,0,94,5
234.53,0,100,5
235.53,0,9,5
236.53,0,65,5
237.54,0,73,5
238.54,0,19,0
239.54,0,39,0
240.54,0,40,0
241.54,0,68,0
242.54,0,90,0
243.54,0,29,0
244.54,0,47,0
245.55,0,44,0
246.55,0,96,0
247.55,0,31,0
248.55,0,93,0
249.55,0,86,0
250.55,0,95,0
251.56,0,81,0
252.56,0,10,0
253.56,0,50,0
254.56,0,71,0
255.56,0,31,0
256.56,0,100,0
257.56,0,92,0
258.56,0,55,0
259.57,0,56,0
260.57,0,47,0
261.57,0,91,0
262.57,0,84,0
263.57,0,85,0
264.57,1,0,0
265.57,0,22,0
266.57,0,92,0
267.58,0,48,0
268.58,0,54,0
269.58,0,30,0
270.58,0,72,0
271.58,0,100,0
272.58,0,80,0
273.58,0,92,0
274.59,0,53,0
275.59,0,48,0
276.59,0,54,0
277.59,0,78,0
278.59,0,12,0
279.59,0,94,0
280.59,0,39,0
281.59,0,46,0
282.6,0,44,0
283.6,0,59,0
284.6,0,29,0
285.6,0,12,0
286.6,0,50,0
287.6,0,94,0
288.6,0,16,0
289.61,0,1,0
290.61,0,59,0
291.61,0,18,0
292.61,0,66,0
293.61,0,99,0
294.61,0,94,0
