Time,Activity Mode,Probability Value,Activity Level
0.2,1,30,50
1.22,1,50,50
2.22,0,64,50
3.22,0,58,50
4.22,0,96,50
5.23,1,14,50
6.23,0,90,50
7.23,0,54,50
8.23,1,7,50
9.23,0,72,50
10.23,0,71,50
11.23,1,26,50
12.23,0,73,50
13.24,0,63,55
14.24,0,87,55
15.24,0,79,55
16.24,0,87,55
17.24,1,28,55
18.24,1,17,55
19.24,1,21,55
20.25,0,67,55
21.25,0,75,55
22.25,1,5,55
23.25,0,59,55
24.25,0,84,55
25.25,0,66,55
26.25,1,33,55
27.25,1,8,55
28.26,1,35,55
29.26,1,31,55
30.26,1,40,55
31.26,0,79,55
32.26,1,28,55
33.26,1,43,55
34.26,1,10,55
35.26,1,43,55
36.27,0,75,55
37.27,0,94,55
38.27,1,43,55
39.27,0,83,55
40.27,0,94,60
41.27,1,3,65
42.27,0,71,70
43.28,1,12,70
44.28,0,83,70
45.28,1,29,70
46.28,0,96,70
47.28,1,67,70
48.28,1,23,70
49.28,0,96,70
50.29,1,62,70
51.29,1,12,70
52.29,1,56,70
53.29,1,3,70
54.29,1,52,70
55.29,0,87,70
56.29,1,53,70
57.3,0,95,75
58.3,1,35,75
59.3,1,36,75
60.3,1,27,75
61.3,1,49,75
62.3,1,21,75
63.3,1,5,75
64.3,0,95,75
65.31,1,19,75
66.31,1,61,75
67.31,0,87,75
68.31,1,57,75
69.31,1,70,75
70.31,1,73,75
71.31,1,60,75
72.32,1,29,75
73.32,1,15,75
74.32,1,7,75
75.32,1,52,75
76.32,1,59,75
77.32,1,39,75
78.32,1,30,75
79.33,1,62,75
80.33,1,76,80
81.33,1,13,80
82.33,1,7,80
83.33,1,68,80
84.33,1,75,80
85.33,0,95,80
86.33,1,3,80
87.33,1,70,80
88.34,1,7,80
89.34,1,62,80
90.34,1,8,80
91.34,1,34,80
92.34,1,29,80
93.34,0,81,80
94.35,1,31,80
95.35,1,65,80
96.35,1,49,80
97.35,1,16,80
98.35,1,80,80
99.35,1,22,80
100.35,1,36,80
101.35,1,41,90
102.36,1,12,90
103.36,0,97,90
104.36,1,37,90
105.36,1,29,90
106.36,1,58,90
107.36,1,33,90
108.36,1,6,90
109.37,1,73,90
110.37,1,43,90
111.37,1,50,90
112.37,1,63,90
113.37,1,3,90
114.37,1,33,90
115.37,1,74,90
116.38,1,83,95
117.38,0,96,95
118.38,0,96,95
119.38,1,56,95
120.38,1,86,95
121.38,1,62,95
122.38,1,93,95
123.39,0,96,95
124.39,1,75,95
125.39,1,38,95
126.39,1,82,95
127.39,1,19,95
128.39,1,51,95
129.4,1,46,95
130.4,1,78,95
131.4,1,86,95
132.4,1,86,95
133.4,1,53,95
134.4,1,35,95
135.41,0,99,95
136.41,1,69,95
137.41,1,15,100
138.41,1,59,100
139.41,1,51,100
140.41,1,5,100
141.41,1,80,100
142.42,1,69,100
143.42,1,58,100
144.42,1,22,100
145.42,1,59,100
146.42,1,31,100
147.42,1,94,100
148.42,1,91,100
149.43,1,27,100
150.43,1,22,100
151.43,1,65,100
152.43,1,44,100
153.43,1,11,100
154.43,1,80,100
155.43,1,54,100
156.44,1,30,100
157.44,1,10,100
158.44,1,72,100
159.44,1,14,100
160.44,1,51,100
161.44,1,98,100
162.44,1,12,100
163.45,1,12,100
164.45,1,17,100
165.45,1,85,100
166.45,1,55,100
167.45,1,63,100
168.45,1,6,100
169.45,1,49,100
170.45,1,63,100
171.46,1,47,100
172.46,1,67,100
173.46,1,45,100
174.46,1,29,100
175.46,1,97,100
176.46,1,14,100
177.47,1,81,100
178.47,1,10,100
179.47,1,0,100
180.47,1,0,100
181.47,1,75,100
182.47,1,55,100
183.47,1,51,100
184.47,1,21,100
185.48,1,51,100
186.48,1,17,100
187.48,1,45,100
188.48,1,15,100
189.48,1,15,100
190.48,1,81,100
191.48,1,44,100
192.49,1,60,100
193.49,1,91,100
194.49,1,6,100
195.49,1,23,100
196.49,1,86,100
197.49,1,68,100
198.49,1,5,100
199.49,1,22,100
200.5,1,25,100
201.5,1,16,100
202.5,1,72,100
203.5,1,31,100
204.5,1,72,100
205.5,1,29,100
206.51,1,37,100
207.51,1,47,100
208.51,1,52,100
209.51,1,94,100
210.51,1,6,100
211.51,1,60,100
212.51,1,45,100
213.51,1,93,100
214.52,1,36,100
215.52,1,20,100
216.52,1,77,100
217.52,1,34,100
218.52,1,72,100
219.52,1,93,100
220.52,1,13,100
221.53,1,0,100
222.53,1,72,100
223.53,1,31,100
224.53,1,83,100
225.53,1,46,100
226.53,1,66,100
227.53,1,78,100
228.53,1,89,100
229.54,1,87,100
230.54,1,47,100
231.54,1,40,100
232.54,1,5,100
233.54,1,55,100
234.54,1,58,100
235.55,1,99,100
236.55,1,41,100
237.55,1,5,100
238.55,1,38,100
239.55,1,91,100
240.55,1,67,100
241.56,1,67,100
242.56,1,71,100
243.56,1,6,100
244.56,1,70,100
245.56,1,21,100
246.56,1,19,100
247.56,1,99,100
248.56,1,48,100
249.57,1,53,100
250.57,1,24,100
251.57,1,97,100
252.57,1,20,100
253.57,1,81,100
254.57,1,73,100
255.57,1,14,100
256.57,1,46,100
257.58,1,7,100
258.58,1,69,100
259.58,1,12,100
260.58,1,100,100
261.58,1,76,100
262.58,1,72,100
263.59,1,11,100
264.59,1,64,100
265.59,1,91,100
266.59,1,63,100
267.59,1,29,100
268.59,1,38,100
269.6,1,87,100
270.6,1,62,100
271.6,1,12,100
272.6,1,2,100
273.6,1,73,100
274.6,1,27,100
275.6,1,43,100
276.61,1,5,100
277.61,1,19,100
278.61,1,55,100
279.61,1,90,100
280.61,1,60,100
281.61,1,18,100
282.61,1,36,100
283.62,1,73,100
284.62,1,5,100
285.62,1,20,100
286.62,1,59,100
287.62,1,86,100
288.62,1,58,100
289.63,1,25,100
290.63,1,64,100
291.63,1,52,100
292.63,1,46,100
293.63,1,59,100
294.63,1,98,100
295.63,1,67,100
296.64,1,68,100
297.64,1,82,100
298.64,1,49,100
299.64,1,12,100
300.64,1,48,100
301.64,1,51,100
302.64,1,86,100
303.65,1,59,100
304.65,1,24,100
305.65,1,4,100
306.65,1,49,100
307.65,1,82,100
308.65,1,57,100
309.66,1,22,100
310.66,1,69,100
311.66,1,50,100
312.66,1,11,100
313.66,1,80,100
314.67,1,88,100
315.67,1,4,100
316.67,1,12,100
317.67,1,3,100
318.67,1,41,100
319.67,1,79,100
320.67,1,89,100
321.68,1,72,100
322.68,1,72,100
323.68,1,70,100
324.68,1,73,100
325.68,1,95,100
326.68,1,8,100
327.69,1,45,100
328.69,1,81,100
329.69,1,47,100
330.69,1,91,100
331.69,1,19,100
332.69,1,16,100
333.69,1,94,100
334.69,1,79,100
335.7,1,86,100
336.7,1,33,100
337.7,1,13,100
338.7,1,14,100
339.7,1,50,100
340.7,1,31,100
341.7,1,56,100
342.71,1,93,100
343.71,1,88,100
344.71,1,24,100
345.71,1,6,100
346.71,1,73,100
347.71,1,92,100
348.71,1,80,100
349.71,1,70,100
350.72,1,43,100
351.72,1,98,100
352.72,1,20,100
353.72,1,43,100
354.72,1,8,100
355.72,1,40,100
356.73,1,88,100
357.73,1,63,100
358.73,1,47,100
359.73,1,8,100
360.73,1,46,100
361.73,1,66,100
362.73,1,97,100
363.74,1,10,100
364.74,1,72,100
365.74,1,80,100
366.74,1,50,100
367.74,1,49,100
368.74,1,88,100
369.74,1,34,100
370.75,1,51,100
371.75,1,61,100
372.75,1,65,100
373.75,1,88,100
374.75,1,56,100
375.75,1,84,100
376.75,1,60,100
377.76,1,7,100
378.76,1,23,100
379.76,1,17,100
380.76,1,59,100
381.76,1,57,100
382.76,1,23,100
383.76,1,52,100
384.77,1,94,100
385.77,1,17,100
386.77,1,61,100
387.77,1,63,100
388.77,1,75,100
389.77,1,16,100
390.77,1,4,100
391.77,1,87,100
392.78,1,15,100
393.78,1,55,100
394.78,1,37,100
395.78,1,30,100
396.78,1,7,100
397.78,1,7,100
398.78,1,92,100
399.79,1,37,100
400.79,1,11,100
401.79,1,7,100
402.79,1,98,100
403.79,1,25,100
404.79,1,12,100
405.79,1,50,100
406.79,1,16,100
407.8,1,85,100
408.8,1,8,100
409.8,1,72,100
410.8,1,49,100
411.8,1,12,100
412.8,1,39,100
413.81,1,0,100
414.81,1,41,100
415.81,1,97,100
416.81,1,60,100
417.81,1,2,100
418.81,1,16,100
419.81,1,77,100
420.81,1,0,100
421.82,1,34,100
422.82,1,80,100
423.82,1,80,100
424.82,1,27,100
425.82,1,51,100
426.82,1,87,100
427.83,1,32,100
428.83,1,52,100
429.83,1,60,100
430.83,1,18,100
431.83,1,78,100
432.83,1,7,100
433.83,1,82,100
434.83,1,72,100
435.84,1,94,100
436.84,1,3,100
437.84,1,29,100
438.84,1,27,100
439.84,1,6,100
440.84,1,22,100
441.85,1,46,100
442.85,1,3,100
443.85,1,60,100
444.85,1,61,100
445.85,1,58,100
446.85,1,38,100
447.85,1,11,100
448.86,1,1,100
449.86,1,71,100
450.86,1,83,100
451.86,1,7,100
452.86,1,70,100
453.86,1,26,100
454.86,1,62,100
455.87,1,84,100
456.87,1,67,100
457.87,1,76,100
458.87,1,4,100
459.87,1,8,100
460.87,1,30,100
461.87,1,60,100
462.88,1,94,100
463.88,1,5,100
464.88,1,97,100
465.88,1,39,100
466.88,1,92,100
467.88,1,58,100
468.89,1,16,100
469.89,1,86,100
470.89,1,76,100
471.89,1,3,100
472.89,1,2,100
473.89,1,90,100
474.89,1,60,100
475.89,1,56,100
476.9,1,54,100
477.9,1,69,100
478.9,1,4,100
479.9,1,68,100
480.9,1,37,100
481.9,1,77,100
482.91,1,92,100
483.91,1,40,100
484.91,1,66,100
485.91,1,41,100
486.91,1,54,100
487.91,1,93,100
488.91,1,78,100
489.92,1,94,100
490.92,1,88,100
491.92,1,29,100
492.92,1,10,100
493.92,1,27,100
494.92,1,57,100
495.92,1,45,100
496.93,1,96,100
497.93,1,93,100
498.93,1,67,100
499.93,1,80,100
500.93,1,11,100
501.93,1,51,100
502.93,1,88,100
503.93,1,35,100
504.94,1,44,100
505.94,1,29,100
506.94,1,10,100
507.94,1,41,100
508.94,1,38,100
509.94,1,41,100
510.95,1,38,100
511.95,1,3,100
512.95,1,22,100
513.95,1,93,100
514.95,1,45,100
515.95,1,62,100
516.95,1,65,100
517.95,1,37,100
518.96,1,70,100
519.96,1,67,100
520.96,1,16,100
521.96,1,68,100
522.96,1,77,100
523.96,1,66,100
524.97,1,75,100
525.97,1,47,100
526.97,1,90,100
527.97,1,24,100
528.97,1,32,100
529.97,1,29,100
530.97,1,37,100
531.97,1,78,100
532.98,1,0,100
533.98,1,46,100
534.98,1,1,100
535.98,1,20,100
536.98,1,82,100
537.98,1,47,100
538.98,1,29,100
539.99,1,48,100
540.99,1,92,100
541.99,1,67,100
542.99,1,13,100
543.99,1,87,100
544.99,1,2,100
545.99,1,75,100
546.99,1,47,100
548.0,1,69,100
549.0,1,52,100
550.0,1,97,100
551.0,1,49,100
552.0,1,25,100
553.0,1,98,100
554.0,1,36,100
555.0,1,86,100
556.01,1,63,100
557.01,1,49,100
558.01,1,70,100
559.01,1,70,100
560.01,1,60,100
561.01,1,62,100
562.02,1,82,100
563.02,1,23,100
564.02,1,75,100
565.02,1,42,100
566.02,1,92,100
567.02,1,92,100
568.03,1,66,100
569.03,1,92,100
570.03,1,10,100
571.03,1,0,100
572.03,1,96,100
573.03,1,100,100
574.03,1,2,100
575.04,1,95,100
576.04,1,44,100
577.04,1,64,100
578.04,1,47,100
579.04,1,27,100
580.04,1,75,100
581.05,1,12,100
582.05,1,25,100
583.05,1,72,100
584.05,1,3,100
585.05,1,52,100
586.05,1,3,100
587.06,1,8,100
588.06,1,14,100
589.06,1,84,100
590.06,1,51,100
591.06,1,9,100
592.06,1,13,100
593.06,1,65,100
594.07,1,68,100
595.07,1,15,100
596.07,1,68,100
597.07,1,89,100
598.07,1,93,100
599.07,1,75,100
