Time,Activity Mode,Probability Value,Activity Level
0.2,1,11,50
1.21,0,60,50
2.21,1,3,50
3.21,1,43,50
4.21,0,53,50
5.22,0,70,50
6.22,0,100,50
7.22,1,24,50
8.22,0,65,50
9.22,0,56,50
10.22,1,14,50
11.22,1,7,50
12.23,0,97,55
13.23,0,71,55
14.23,0,72,55
15.23,0,80,55
16.23,1,27,55
17.23,0,61,55
18.23,1,3,55
19.24,0,90,55
20.24,1,9,55
21.24,1,43,55
22.24,1,18,55
23.24,1,41,55
24.24,1,53,55
25.24,1,44,55
26.25,0,77,55
27.25,0,84,55
28.25,0,80,55
29.25,1,48,55
30.25,1,8,55
31.25,1,49,55
32.25,0,80,55
33.26,0,60,55
34.26,1,55,55
35.26,0,65,55
36.26,1,3,60
37.26,1,1,65
38.26,1,23,65
39.27,0,70,65
40.27,1,46,65
41.27,1,65,65
42.27,1,23,65
43.27,0,74,65
44.27,1,45,65
45.27,0,66,65
46.28,1,63,65
47.28,0,94,65
48.28,1,17,65
49.28,1,37,65
50.28,1,17,65
51.28,1,13,65
52.28,1,34,65
53.29,1,21,65
54.29,1,52,65
55.29,1,35,65
56.29,0,87,65
57.29,0,68,65
58.29,1,34,65
59.3,1,36,65
60.3,1,19,70
61.3,0,71,70
62.3,1,9,70
63.3,1,36,70
64.3,0,81,70
65.3,1,55,70
66.3,1,57,70
67.31,0,92,70
68.31,1,22,70
69.31,0,71,70
70.31,0,76,70
71.31,1,61,70
72.31,0,98,70
73.31,0,97,70
74.32,0,78,70
75.32,1,14,70
76.32,1,19,70
77.32,1,12,70
78.32,1,35,70
79.32,0,100,70
80.32,0,76,70
81.33,1,68,70
82.33,1,47,70
83.33,0,96,70
84.33,1,29,70
85.33,1,0,70
86.33,1,9,70
87.33,1,4,70
88.34,1,49,70
89.34,1,62,70
90.34,0,86,70
91.34,0,95,70
92.34,1,63,70
93.34,1,17,70
94.34,1,31,70
95.35,0,99,70
96.35,1,44,70
97.35,1,10,70
98.35,1,45,70
99.35,1,28,70
100.35,0,93,70
101.35,0,86,70
102.36,0,95,70
103.36,0,78,70
104.36,1,56,70
105.36,0,86,70
106.36,0,97,85
107.36,1,79,90
108.37,1,42,90
109.37,1,40,90
110.37,1,47,90
111.37,1,81,90
112.37,1,6,90
113.37,1,0,90
114.37,1,31,90
115.38,1,38,90
116.38,1,9,90
117.38,1,9,90
118.38,1,76,90
119.38,1,18,90
120.38,1,90,90
121.39,1,10,90
122.39,1,66,90
123.39,1,40,90
124.39,1,40,90
125.39,1,83,90
126.39,1,23,90
127.39,1,83,95
128.4,1,94,100
129.4,1,71,100
130.4,1,85,100
131.4,1,53,100
132.4,1,96,100
133.4,1,91,100
134.4,1,78,100
135.4,1,27,100
136.41,1,12,100
137.41,1,78,100
138.41,1,88,100
139.41,1,59,100
140.41,1,49,100
141.41,1,66,100
142.42,1,84,100
143.42,1,13,100
144.42,1,72,100
145.42,1,63,100
146.42,1,27,100
147.42,1,5,100
148.42,1,25,100
149.43,1,71,100
150.43,1,98,100
151.43,1,82,100
152.43,1,42,100
153.43,1,15,100
154.43,1,76,100
155.43,1,14,100
156.44,1,85,100
157.44,1,5,100
158.44,1,5,100
159.44,1,33,100
160.44,1,37,100
161.44,1,63,100
162.44,1,70,100
163.45,1,43,100
164.45,1,78,100
165.45,1,49,100
166.45,1,90,100
167.45,1,23,100
168.45,1,72,100
169.45,1,14,100
170.46,1,17,100
171.46,1,81,100
172.46,1,40,100
173.46,1,68,100
174.46,1,32,100
175.46,1,89,100
176.46,1,28,100
177.47,1,85,100
178.47,1,25,100
179.47,1,72,100
180.47,1,83,100
181.47,1,82,100
182.47,1,98,100
183.47,1,91,100
184.48,1,26,100
185.48,1,62,100
186.48,1,87,100
187.48,1,40,100
188.48,1,61,100
189.48,1,7,100
190.49,1,96,100
191.49,1,35,100
192.49,1,51,100
193.49,1,94,100
194.49,1,39,100
195.49,1,22,100
196.49,1,18,100
197.5,1,89,100
198.5,1,45,100
199.5,1,77,100
200.5,1,98,100
201.5,1,70,100
202.5,1,4,100
203.51,1,40,100
204.51,1,45,100
205.51,1,94,100
206.51,1,47,100
207.51,1,61,100
208.51,1,87,100
209.52,1,26,100
210.52,1,19,100
211.52,1,18,100
212.52,1,44,100
213.52,1,95,100
214.52,1,79,100
215.52,1,64,100
216.53,1,6,100
217.53,1,27,100
218.53,1,46,100
219.53,1,66,100
220.53,1,31,100
221.53,1,97,100
222.53,1,28,100
223.54,1,17,100
224.54,1,96,100
225.54,1,76,100
226.54,1,75,100
227.54,1,4,100
228.54,1,92,100
229.54,1,3,100
230.54,1,48,100
231.55,1,35,100
232.55,1,13,100
233.55,1,74,100
234.55,1,57,100
235.55,1,6,100
236.55,1,50,100
237.56,1,34,100
238.56,1,13,100
239.56,1,46,100
240.56,1,65,100
241.56,1,71,100
242.56,1,67,100
243.56,1,33,100
244.56,1,61,100
245.57,1,88,100
246.57,1,76,100
247.57,1,28,100
248.57,1,6,100
249.57,1,45,100
250.57,1,61,100
251.57,1,73,100
252.58,1,94,100
253.58,1,73,100
254.58,1,4,100
255.58,1,86,100
256.58,1,45,100
257.58,1,87,100
258.58,1,56,100
259.58,1,90,100
260.59,1,7,100
261.59,1,79,100
262.59,1,22,100
263.59,1,68,100
264.59,1,18,100
265.59,1,46,100
266.59,1,24,100
267.6,1,10,100
268.6,1,82,100
269.6,1,33,100
270.6,1,26,100
271.6,1,24,100
272.6,1,18,100
273.61,1,86,100
274.61,1,3,100
275.61,1,21,100
276.61,1,24,100
277.61,1,7,100
278.61,1,63,100
279.62,1,67,100
280.62,1,55,100
281.62,1,2,100
282.62,1,69,100
283.62,1,89,100
284.62,1,48,100
285.63,1,8,100
286.63,1,3,100
287.63,1,6,100
288.63,1,74,100
289.63,1,19,100
290.63,1,19,100
291.64,1,41,100
292.64,1,81,100
293.64,1,22,100
294.64,1,75,100
295.64,1,9,100
296.64,1,37,100
297.64,1,66,100
298.65,1,31,100
299.65,1,64,100
300.65,1,60,100
301.65,1,20,100
302.65,1,51,100
303.65,1,50,100
304.66,1,1,100
305.66,1,45,100
306.66,1,65,100
307.66,1,69,100
308.66,1,40,100
309.66,1,56,100
310.67,1,33,100
311.67,1,23,100
312.67,1,87,100
313.67,1,9,100
314.67,1,61,100
315.67,1,68,100
316.67,1,81,100
317.68,1,2,100
318.68,1,63,100
319.68,1,52,100
320.68,1,3,100
321.68,1,7,100
322.68,1,78,100
323.68,1,32,100
324.69,1,99,100
325.69,1,98,100
326.69,1,70,100
327.69,1,70,100
328.69,1,29,100
329.69,1,74,100
330.69,1,64,100
331.7,1,11,100
332.7,1,6,100
333.7,1,93,100
334.7,1,49,100
335.7,1,36,100
336.7,1,85,100
337.7,1,17,100
338.7,1,33,100
339.71,1,68,100
340.71,1,25,100
341.71,1,97,100
342.71,1,93,100
343.71,1,88,100
344.71,1,20,100
345.71,1,81,100
346.71,1,88,100
347.72,1,76,100
348.72,1,42,100
349.72,1,90,100
350.72,1,1,100
351.72,1,36,100
352.72,1,96,100
353.72,1,60,100
354.73,1,23,100
355.73,1,50,100
356.73,1,79,100
357.73,1,7,100
358.73,1,8,100
359.74,1,40,100
360.74,1,77,100
361.74,1,83,100
362.74,1,2,100
363.74,1,7,100
364.74,1,15,100
365.74,1,67,100
366.75,1,69,100
367.75,1,65,100
368.75,1,21,100
369.75,1,65,100
370.75,1,24,100
371.75,1,17,100
372.75,1,20,100
373.76,1,79,100
374.76,1,26,100
375.76,1,72,100
376.76,1,20,100
377.76,1,78,100
378.76,1,74,100
379.76,1,23,100
380.77,1,8,100
381.77,1,80,100
382.77,1,91,100
383.77,1,6,100
384.77,1,18,100
385.77,1,74,100
386.78,1,14,100
387.78,1,59,100
388.78,1,80,100
389.78,1,45,100
390.78,1,13,100
391.78,1,41,100
392.78,1,85,100
393.78,1,47,100
394.79,1,3,100
395.79,1,16,100
396.79,1,32,100
397.79,1,52,100
398.79,1,2,100
399.79,1,69,100
400.79,1,57,100
401.8,1,17,100
402.8,1,15,100
403.8,1,14,100
404.8,1,2,100
405.8,1,66,100
406.8,1,37,100
407.8,1,49,100
408.81,1,60,100
409.81,1,71,100
410.81,1,68,100
411.81,1,43,100
412.81,1,37,100
413.81,1,88,100
414.81,1,59,100
415.82,1,77,100
416.82,1,100,100
417.82,1,83,100
418.82,1,30,100
419.82,1,93,100
420.82,1,0,100
421.82,1,5,100
422.83,1,74,100
423.83,1,63,100
424.83,1,61,100
425.83,1,62,100
426.83,1,40,100
427.83,1,87,100
428.83,1,70,100
429.83,1,45,100
430.84,1,52,100
431.84,1,43,100
432.84,1,28,100
433.84,1,27,100
434.84,1,36,100
435.84,1,57,100
436.84,1,79,100
437.85,1,66,100
438.85,1,77,100
439.85,1,79,100
440.85,1,94,100
441.85,1,87,100
442.85,1,73,100
443.85,1,98,100
444.86,1,38,100
445.86,1,64,100
446.86,1,39,100
447.86,1,5,100
448.86,1,80,100
449.86,1,97,100
450.87,1,36,100
451.87,1,81,100
452.87,1,38,100
