ID,Time,Timesince,Min Velocity,Max Velocity
0,2.71,0,0,0
2,15.21,12.5,0,0
1,23.58,8.37,0,0
4,32.46,8.88,0,0
6,54.84,22.38,0,0
96,55.08,0.24,0,0
5,59.83,4.75,0,0
9,98.96,39.13,0,0
