ROS Time,Behaviour
20:18: 34,Pausing
20:18: 39,Pausing
20:19: 02,Spinning
20:19: 07,Spinning
20:20: 02,Spinning
20:20: 07,Spinning
20:20: 30,Pausing
20:20: 35,Pausing
20:20: 40,Pausing
20:20: 45,Pausing
20:21: 18,Pausing
20:21: 23,Pausing
20:21: 49,Spinning
20:21: 54,Spinning
20:22: 40,Spinning
20:22: 45,Spinning
20:23: 09,Spinning
20:23: 14,Spinning
20:24: 25,Pausing
20:24: 30,Pausing
20:25: 37,Spinning
20:25: 42,Spinning
