ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
4,16.17,0,21:21: 13,40,25,1
5,16.8,0.63,21:21: 13,45,14,1
6,73.8,57.0,21:21: 14,5,72,0
8,74.42,0.62,21:21: 14,5,32,0
0,76.3,1.88,21:22: 11,10,19,0
9,90.92,14.62,21:22: 11,0,100,0
11,95.42,4.5,21:22: 11,0,60,0
3,95.68,0.26,21:22: 12,0,60,0
0,107.05,11.37,21:22: 13,0,97,0
7,115.8,8.75,21:22: 28,0,9,0
12,116.67,0.87,21:22: 28,0,66,0
17,118.92,2.25,21:22: 33,5,60,0
7,118.99,0.07,21:22: 33,5,60,0
12,119.17,0.18,21:22: 33,10,60,0
17,119.26,0.09,21:22: 33,15,60,0
15,139.67,20.41,21:22: 44,5,44,0
10,179.8,40.13,21:22: 53,0,53,0
9,180.8,1.0,21:22: 53,0,94,0
10,181.05,0.25,21:22: 54,5,94,0
1,199.92,18.87,21:22: 54,0,35,0
8,201.67,1.75,21:22: 56,0,61,0
2,257.67,56.0,21:22: 56,0,55,0
16,267.67,10.0,21:22: 56,0,93,0
4,280.05,12.38,21:22: 56,0,33,0
5,281.8,1.75,21:22: 56,0,5,0
4,281.92,0.12,21:22: 56,5,5,0
0,281.99,0.07,21:22: 56,10,5,0
6,333.43,51.44,21:22: 56,0,93,0
8,334.42,0.99,21:23: 17,0,56,0
12,352.17,17.75,21:23: 17,0,79,0
0,352.3,0.13,21:23: 57,0,79,0
12,352.55,0.25,21:23: 57,0,79,0
7,352.8,0.25,21:23: 58,5,71,0
14,358.79,5.99,21:23: 58,5,90,0
18,374.55,15.76,21:23: 58,0,69,0
17,374.67,0.12,21:23: 58,0,69,1
7,374.76,0.09,21:24: 17,5,38,0
17,374.83,0.07,21:24: 17,10,38,0
12,376.3,1.47,21:24: 19,15,61,0
15,377.04,0.74,21:24: 19,20,12,0
10,432.17,55.13,21:25: 15,0,53,0
4,432.8,0.63,21:25: 15,0,53,0
