ID,Time,Timesince,ROS Time,Max Velocity,State
0,1.42,0,1695133968329685211,0,2
23,18.16,16.74,1695133984851609706,0,1
25,22.79,4.63,1695133984950982093,0,1
7,27.16,4.37,1695133989516016721,0,2
