ID,Time,Timesince,ROS Time,Max Velocity,State
0,1.52,0,16:53: 10,0,2
16,8.27,6.75,16:53: 17,0,2
8,66.77,58.5,16:53: 17,0,1
3,70.4,3.63,16:54: 16,0,2
