ID,Time,Timesince,ROS Time,Max Velocity,State
0,1.65,0,16:35: 17,0,1
23,4.28,2.63,16:35: 20,0,1
22,6.78,2.5,16:35: 20,0,2
128,14.4,7.62,16:35: 22,0,1
21,18.15,3.75,16:35: 22,0,1
7,21.03,2.88,16:35: 30,0,1
25,23.9,2.87,16:35: 30,0,1
