ID,Time,Timesince,ROS Time,Max Velocity,State
1,5.24,0,18:41: 27,0,1
16,16.49,11.25,18:41: 27,0,2
3,21.61,5.12,18:41: 38,0,1
5,36.11,14.5,18:41: 38,0,2
4,39.74,3.63,18:41: 43,0,1
