ROS Time,Behaviour
21:14: 50,Pausing
21:14: 55,Pausing
21:15: 38,Spinning
21:15: 43,Spinning
21:15: 54,Pausing
21:15: 59,Pausing
21:16: 11,Pausing
21:16: 16,Pausing
21:18: 21,Spinning
21:18: 26,Spinning
21:19: 06,Spinning
21:19: 11,Spinning
21:19: 23,Pausing
21:19: 28,Pausing
21:19: 48,Spinning
21:19: 53,Spinning
