Time,Activity Mode,Probability Value,Activity Level
0.19,1,21,50
1.21,0,96,50
2.21,0,65,50
3.21,0,65,50
4.21,1,25,50
5.21,1,40,50
6.21,1,38,50
7.21,1,25,50
8.21,1,29,50
9.22,1,1,50
10.22,1,9,45
11.22,1,18,45
12.22,0,75,45
13.22,0,58,45
14.22,1,4,45
15.22,0,59,45
16.22,1,44,45
17.22,1,3,45
18.23,0,47,45
19.23,0,52,45
20.23,1,40,40
21.23,1,14,40
22.23,1,31,40
23.23,0,94,40
24.23,1,38,40
25.24,0,41,40
26.24,0,47,40
27.24,0,44,40
28.24,1,18,40
