ROS Time,Behaviour
05:50: 49,Pausing
05:50: 54,Pausing
05:52: 58,Pausing
05:53: 03,Pausing
05:54: 15,Pausing
05:54: 20,Pausing
05:55: 33,Spinning
05:55: 38,Spinning
