ID,Time,Timesince,Min Velocity,Max Velocity,State
4,1.26,0,0,0,0
16,6.38,5.12,0,0,0
0,18.51,12.13,0,0,0
1,24.51,6.0,0,0,0
2,25.38,0.87,0,0,0
5,51.75,26.37,0,0,0
