ID,Time,Timesince,Min Velocity,Max Velocity,State
0,2.88,0,0,0,0
2,13.64,10.76,0,0,0
16,23.89,10.25,0,0,0
3,28.39,4.5,0,0,0
4,63.38,34.99,0,0,0
9,107.88,44.5,0,0,0
