ID,Time,Timesince,Min Velocity,Max Velocity,State
0,11.23,0,0,0,0
2,21.73,10.5,0,0,0
5,45.85,24.12,0,0,0
4,57.1,11.25,0,0,0
9,79.35,22.25,0,0,0
144,79.78,0.43,0,0,0
